T_months,phi_rad,phi_over_pi,auc_true,auc_nn
5.857020818056667189e+00,1.952756727841000073e+00,6.215817717837002210e-01,7.670371548657102245e-01,7.175102162438278253e-01
6.579332246575678944e+00,1.952756727841000073e+00,6.215817717837002210e-01,7.816882791006120046e-01,7.329128094371806235e-01
7.390722033525778834e+00,1.952756727841000073e+00,6.215817717837002210e-01,7.693116320300155131e-01,7.224428864921540461e-01
8.302175681319743816e+00,1.952756727841000073e+00,6.215817717837002210e-01,7.770063007638283725e-01,7.454909995489318320e-01
9.326033468832198636e+00,1.952756727841000073e+00,6.215817717837002210e-01,7.867747437724226245e-01,7.296532544860362401e-01
1.047615752789665144e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.714551388901335072e-01,7.387830422301283617e-01
1.176811952434997899e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.685730453965664566e-01,7.275277175357942605e-01
1.321941148466028793e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.823652546144861386e-01,7.429002519708091112e-01
1.484968262254465010e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.689149871102070044e-01,7.233733544230062096e-01
1.668100537200059108e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.770652980783304686e-01,7.586288239968215219e-01
1.873817422860383175e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.821737933928982756e-01,7.531159356974079788e-01
2.104904144512019570e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.898892792171131605e-01,7.673316746873141136e-01
2.364489412645407285e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.701011878623854612e-01,7.307542265228027523e-01
2.656087782946686815e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.982610168149815166e-01,7.518192550058101498e-01
2.983647240283340452e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.898889058163883758e-01,7.728844235140891472e-01
3.351602650938841066e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.539629018911999658e-01,7.333417068445845510e-01
3.764935806792467332e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.792641615958848522e-01,7.427641474066574157e-01
4.229242874389498752e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.870031716657557297e-01,7.495593404697680207e-01
4.750810162102798273e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.984353016032333938e-01,7.687536313220475481e-01
5.336699231206306848e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.827448164511398021e-01,7.423668490355807004e-01
5.994842503189408944e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.628209939329850808e-01,7.425189164807131093e-01
6.734150657750821267e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.580253150755315028e-01,7.223428150979355200e-01
7.564633275546290747e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.769782023592952669e-01,7.570084515520028035e-01
8.497534359086438371e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.908392106607400329e-01,7.671603771048598475e-01
9.545484566618337396e+01,1.952756727841000073e+00,6.215817717837002210e-01,7.992189763741893715e-01,7.673442302866820830e-01
1.072267222010323167e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.220992924803067758e-01,7.612619525571976409e-01
1.204503540258782408e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.515630367635418363e-01,8.389345309041376098e-01
1.353047774579806060e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.476747216670997842e-01,8.307381049465142331e-01
1.519911082952933157e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.452268932163543580e-01,8.316923304984751297e-01
1.707352647470690385e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.161872388061930383e-01,8.053124561254149105e-01
1.917910261672488730e+02,1.952756727841000073e+00,6.215817717837002210e-01,8.080946182500351460e-01,7.674919102732994380e-01
2.154434690031884543e+02,1.952756727841000073e+00,6.215817717837002210e-01,7.779187987848047436e-01,7.664188966157945426e-01
2.420128264794381039e+02,1.952756727841000073e+00,6.215817717837002210e-01,7.422697648471595633e-01,7.058266475933576700e-01
2.718588242732940330e+02,1.952756727841000073e+00,6.215817717837002210e-01,7.144565451172628645e-01,6.595143158103842218e-01
3.053855508833415797e+02,1.952756727841000073e+00,6.215817717837002210e-01,6.906653179432490353e-01,6.278644969844158208e-01
3.430469286314919373e+02,1.952756727841000073e+00,6.215817717837002210e-01,6.697583313169694907e-01,5.958825848889206522e-01
3.853528593710527161e+02,1.952756727841000073e+00,6.215817717837002210e-01,6.342761141530823821e-01,5.298309838959736062e-01
4.328761281083056929e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.993657601990673989e-01,5.801192399204209149e-01
4.862601580065353346e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.978421918921259515e-01,4.931760084059970684e-01
5.462277217684342077e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.745382526638407317e-01,5.493140535337150965e-01
6.135907273413170060e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.790735778659998889e-01,5.243684113442126371e-01
6.892612104349694846e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.724030539698471420e-01,5.150670459671228274e-01
7.742636826811269657e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.543800278407580162e-01,5.003206578723327080e-01
8.697490026177833897e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.432356031616585312e-01,5.144115876700092738e-01
9.770099572992246522e+02,1.952756727841000073e+00,6.215817717837002210e-01,5.411055387276295647e-01,5.040630666355997436e-01
1.097498765493056680e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.416683469699278275e-01,5.417148820352429839e-01
1.232846739442065882e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.405459043914913053e-01,5.068643188722700144e-01
1.384886371393871741e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.332307974943317763e-01,4.719766490122804248e-01
1.555676143930472335e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.287645514262413471e-01,5.229553696517814654e-01
1.747528400007682876e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.206961085670075429e-01,5.006247460875071775e-01
1.963040650040272340e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.201488898049653198e-01,5.173061900878537234e-01
2.205130739903045651e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.155854661982728349e-01,4.956878750810279621e-01
2.477076355991709079e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.169087983665958674e-01,5.091749692317802944e-01
2.782559402207125913e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.057960193989143871e-01,4.900133976180021111e-01
3.125715849688235267e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.159435574932563773e-01,5.056970682068699929e-01
3.511191734215127326e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.151562420652346930e-01,5.207655144267103742e-01
3.944206059437656222e+03,1.952756727841000073e+00,6.215817717837002210e-01,5.038718854645553025e-01,5.047555849546392359e-01
