injected_period_months,phi_rad,bestfit_period_months,max_ls_power,global_pvalue_conditional,n_null_toys
1.747528400007682876e+03,9.577788161520000010e-01,4.750810162102798273e+01,3.060119587812709652e-01,9.651741293532338783e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.103696963161999944e+00,5.336699231206306848e+01,1.780341709301611341e-01,9.751243781094527385e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.117018429158999959e+00,3.351602650938841066e+01,2.617388029596517951e-01,4.825870646766169392e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.310960399647999930e+00,4.750810162102798273e+01,2.327453512517208556e-01,3.830845771144278378e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.513298605096000005e+00,1.321941148466028793e+01,5.140399689222445445e-02,4.975124378109452641e-03,2.000000000000000000e+02
1.747528400007682876e+03,1.570796326795000031e+00,3.764935806792467332e+01,1.259718245431417083e-01,5.771144278606965550e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.687631551731000101e+00,2.364489412645407285e+01,1.795642983104622503e-01,1.492537313432835792e-02,2.000000000000000000e+02
1.747528400007682876e+03,1.737337002562999944e+00,1.873817422860383175e+01,3.394512070859654895e-01,7.462686567164178442e-02,2.000000000000000000e+02
1.747528400007682876e+03,1.892154948508000034e+00,7.390722033525778834e+00,5.775595194805740323e-02,5.721393034825870139e-01,2.000000000000000000e+02
1.747528400007682876e+03,1.952756727841000073e+00,1.668100537200059108e+01,2.580070169990520412e-01,9.502487562189054771e-01,2.000000000000000000e+02
1.747528400007682876e+03,2.052728374217000162e+00,2.364489412645407285e+01,2.397577268065602674e-01,5.174129353233830608e-01,2.000000000000000000e+02
1.747528400007682876e+03,2.420014265287000033e+00,1.873817422860383175e+01,2.976374425333653817e-01,5.472636815920397524e-01,2.000000000000000000e+02
1.747528400007682876e+03,2.512798025970000015e+00,1.000000000000000000e+04,2.660149049260252530e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.747528400007682876e+03,2.538681563927999818e+00,1.000000000000000000e+04,4.833660410092220916e-01,9.203980099502487855e-01,2.000000000000000000e+02
1.747528400007682876e+03,2.631502027943000144e+00,2.104904144512019570e+01,2.856485832697873706e-01,8.855721393034825528e-01,2.000000000000000000e+02
1.747528400007682876e+03,2.635677408799999899e+00,5.336699231206306848e+01,7.505773451621287062e-01,1.492537313432835792e-02,2.000000000000000000e+02
1.747528400007682876e+03,2.838983169807999918e+00,5.994842503189408944e+01,7.019362738879987296e-01,4.975124378109452641e-03,2.000000000000000000e+02
1.747528400007682876e+03,2.912014714116000214e+00,9.545484566618337396e+01,7.450635792684000558e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.747528400007682876e+03,3.020432623406000161e+00,5.994842503189408944e+01,6.340802401134598698e-01,4.975124378109452641e-03,2.000000000000000000e+02
1.963040650040272340e+03,0.000000000000000000e+00,5.994842503189408944e+01,9.035371406749612699e-01,4.975124378109452641e-03,2.000000000000000000e+02
1.963040650040272340e+03,9.577788161520000010e-01,1.917910261672488730e+02,3.972710432132938174e-01,5.522388059701492935e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.103696963161999944e+00,4.229242874389498752e+01,3.210444833565382350e-01,8.557213930348258613e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.117018429158999959e+00,8.302175681319743816e+00,6.221789699923958861e-02,1.442786069651741387e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.310960399647999930e+00,1.047615752789665144e+01,7.296401824497739108e-02,3.034825870646766233e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.513298605096000005e+00,2.656087782946686815e+01,3.616701258545750308e-01,8.159203980099501985e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.570796326795000031e+00,1.321941148466028793e+01,2.864908515077151940e-01,4.378109452736318463e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.687631551731000101e+00,1.668100537200059108e+01,2.541199484064791125e-01,7.960199004975124781e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.737337002562999944e+00,1.000000000000000000e+04,2.489617392288198672e-01,9.452736318407960192e-02,2.000000000000000000e+02
1.963040650040272340e+03,1.892154948508000034e+00,1.000000000000000000e+04,1.540382426568046303e-01,9.701492537313433084e-01,2.000000000000000000e+02
1.963040650040272340e+03,1.952756727841000073e+00,1.873817422860383175e+01,1.588069521971154641e-01,2.985074626865671377e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.052728374217000162e+00,2.364489412645407285e+01,3.155539046069105180e-01,4.577114427860696777e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.420014265287000033e+00,4.750810162102798273e+01,2.826624782663275104e-01,8.756218905472636926e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.512798025970000015e+00,3.351602650938841066e+01,2.592946571899328312e-01,9.502487562189054771e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.538681563927999818e+00,4.229242874389498752e+01,4.455554512422122970e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.963040650040272340e+03,2.631502027943000144e+00,5.994842503189408944e+01,7.319393549774231289e-01,4.975124378109452641e-03,2.000000000000000000e+02
1.963040650040272340e+03,2.635677408799999899e+00,1.204503540258782408e+02,4.509326905797889085e-01,7.611940298507462455e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.838983169807999918e+00,1.000000000000000000e+04,4.606698798631795877e-01,4.577114427860696777e-01,2.000000000000000000e+02
1.963040650040272340e+03,2.912014714116000214e+00,1.000000000000000000e+04,5.093834100461652747e-01,5.970149253731343170e-02,2.000000000000000000e+02
1.963040650040272340e+03,3.020432623406000161e+00,5.994842503189408944e+01,6.225034468594559112e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.205130739903045651e+03,0.000000000000000000e+00,5.994842503189408944e+01,8.526326261041606847e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.205130739903045651e+03,9.577788161520000010e-01,3.764935806792467332e+01,3.165458456389400599e-01,6.268656716417910779e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.103696963161999944e+00,3.764935806792467332e+01,4.194197185886723855e-01,3.432835820895522305e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.117018429158999959e+00,1.873817422860383175e+01,1.557093218580063720e-01,3.482587064676617161e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.310960399647999930e+00,4.229242874389498752e+01,6.061375416610360611e-01,3.930348258706467535e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.513298605096000005e+00,2.983647240283340452e+01,1.910841137802818390e-01,6.915422885572138911e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.570796326795000031e+00,1.873817422860383175e+01,1.193536113708110191e-01,8.258706467661691697e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.687631551731000101e+00,5.336699231206306848e+01,2.808254587851517492e-01,9.353233830845770758e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.737337002562999944e+00,1.047615752789665144e+01,1.483162260464248594e-01,9.402985074626866169e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.892154948508000034e+00,4.229242874389498752e+01,1.569000978135758617e-01,8.955223880597015240e-01,2.000000000000000000e+02
2.205130739903045651e+03,1.952756727841000073e+00,3.764935806792467332e+01,5.936117904720679128e-01,9.502487562189054771e-01,2.000000000000000000e+02
2.205130739903045651e+03,2.052728374217000162e+00,1.668100537200059108e+01,1.548673794657961234e-01,7.213930348258706937e-01,2.000000000000000000e+02
2.205130739903045651e+03,2.420014265287000033e+00,4.229242874389498752e+01,6.425408184257571653e-01,8.457711442786070011e-02,2.000000000000000000e+02
2.205130739903045651e+03,2.512798025970000015e+00,1.000000000000000000e+04,1.860335884463080458e-01,5.273631840796020320e-01,2.000000000000000000e+02
2.205130739903045651e+03,2.538681563927999818e+00,4.229242874389498752e+01,3.665134753936273304e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.205130739903045651e+03,2.631502027943000144e+00,1.000000000000000000e+04,2.227623490663381278e-01,4.975124378109452988e-02,2.000000000000000000e+02
2.205130739903045651e+03,2.635677408799999899e+00,2.983647240283340452e+01,1.290926508541082596e-01,6.865671641791044610e-01,2.000000000000000000e+02
2.205130739903045651e+03,2.838983169807999918e+00,1.000000000000000000e+04,3.707646355575900388e-01,6.268656716417910779e-01,2.000000000000000000e+02
2.205130739903045651e+03,2.912014714116000214e+00,7.564633275546290747e+01,4.867526321076274254e-01,8.955223880597015240e-01,2.000000000000000000e+02
2.205130739903045651e+03,3.020432623406000161e+00,9.545484566618337396e+01,8.769315817027513171e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.477076355991709079e+03,0.000000000000000000e+00,5.336699231206306848e+01,8.033119857268326003e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.477076355991709079e+03,9.577788161520000010e-01,3.764935806792467332e+01,2.661880442035319816e-01,4.328358208955223607e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.103696963161999944e+00,4.229242874389498752e+01,2.466146243962978879e-01,5.572139303482587236e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.117018429158999959e+00,2.364489412645407285e+01,1.392342450471060755e-01,6.666666666666666297e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.310960399647999930e+00,2.983647240283340452e+01,3.917822750955433087e-01,4.577114427860696777e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.513298605096000005e+00,3.764935806792467332e+01,2.757558320651078976e-01,6.766169154228856009e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.570796326795000031e+00,1.000000000000000000e+04,3.908283773285962659e-01,2.089552238805970075e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.687631551731000101e+00,3.351602650938841066e+01,3.589350850265168313e-01,4.726368159203980235e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.737337002562999944e+00,1.000000000000000000e+04,5.330766766676930946e-01,6.268656716417910779e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.892154948508000034e+00,2.104904144512019570e+01,1.418924801889478171e-01,9.004975124378109541e-01,2.000000000000000000e+02
2.477076355991709079e+03,1.952756727841000073e+00,3.351602650938841066e+01,3.339458738493437662e-01,5.472636815920397524e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.052728374217000162e+00,6.579332246575678944e+00,9.342894188374564757e-02,4.427860696517412764e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.420014265287000033e+00,4.229242874389498752e+01,5.599693069961746428e-01,1.641791044776119424e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.512798025970000015e+00,1.321941148466028793e+01,2.195581904373287152e-01,9.601990049751243372e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.538681563927999818e+00,1.000000000000000000e+04,1.989210419987906542e-01,1.492537313432835792e-02,2.000000000000000000e+02
2.477076355991709079e+03,2.631502027943000144e+00,2.983647240283340452e+01,1.735385748781633486e-01,3.084577114427860534e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.635677408799999899e+00,3.351602650938841066e+01,1.337409148244821377e-01,7.661691542288556755e-01,2.000000000000000000e+02
2.477076355991709079e+03,2.838983169807999918e+00,1.176811952434997899e+01,2.142019116666847300e-01,3.482587064676617022e-02,2.000000000000000000e+02
2.477076355991709079e+03,2.912014714116000214e+00,7.564633275546290747e+01,7.697295262713950148e-01,7.960199004975124226e-02,2.000000000000000000e+02
2.477076355991709079e+03,3.020432623406000161e+00,7.564633275546290747e+01,7.383216922177980868e-01,1.492537313432835792e-02,2.000000000000000000e+02
2.782559402207125913e+03,0.000000000000000000e+00,5.336699231206306848e+01,6.428901083664386729e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.782559402207125913e+03,9.577788161520000010e-01,5.994842503189408944e+01,7.158845866872207697e-01,8.855721393034825528e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.103696963161999944e+00,4.750810162102798273e+01,3.178107792997306724e-01,5.621890547263681537e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.117018429158999959e+00,3.351602650938841066e+01,3.486972007828679221e-01,4.378109452736318463e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.310960399647999930e+00,1.668100537200059108e+01,2.010107880561820271e-01,3.233830845771144546e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.513298605096000005e+00,1.873817422860383175e+01,1.401134499972503389e-01,4.378109452736318463e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.570796326795000031e+00,2.656087782946686815e+01,1.856608531595969891e-01,3.333333333333333148e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.687631551731000101e+00,4.229242874389498752e+01,1.431763064094198346e-01,4.925373134328357994e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.737337002562999944e+00,4.229242874389498752e+01,5.730140660677599529e-01,6.616915422885571996e-01,2.000000000000000000e+02
2.782559402207125913e+03,1.892154948508000034e+00,5.336699231206306848e+01,2.355881817373212395e-01,4.477611940298507204e-02,2.000000000000000000e+02
2.782559402207125913e+03,1.952756727841000073e+00,1.321941148466028793e+01,7.560286410202836371e-02,1.000000000000000000e+00,2.000000000000000000e+02
2.782559402207125913e+03,2.052728374217000162e+00,1.484968262254465010e+01,1.294714570221462968e-01,1.194029850746268634e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.420014265287000033e+00,1.047615752789665144e+01,1.026359430938984241e-01,2.736318407960198762e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.512798025970000015e+00,2.983647240283340452e+01,9.317110530567282445e-02,2.089552238805970075e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.538681563927999818e+00,2.364489412645407285e+01,1.996207285964489431e-01,7.263681592039801238e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.631502027943000144e+00,3.351602650938841066e+01,2.469248815997392432e-01,8.756218905472636926e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.635677408799999899e+00,2.104904144512019570e+01,2.403660140010004942e-01,9.900497512437811398e-01,2.000000000000000000e+02
2.782559402207125913e+03,2.838983169807999918e+00,4.750810162102798273e+01,3.727455247419009243e-01,4.975124378109452641e-03,2.000000000000000000e+02
2.782559402207125913e+03,2.912014714116000214e+00,1.000000000000000000e+04,4.522026634270920331e-01,6.766169154228856009e-01,2.000000000000000000e+02
2.782559402207125913e+03,3.020432623406000161e+00,7.564633275546290747e+01,8.415032578947401198e-01,4.975124378109452641e-03,2.000000000000000000e+02
3.125715849688235267e+03,0.000000000000000000e+00,6.734150657750821267e+01,8.243723360713183235e-01,4.975124378109452641e-03,2.000000000000000000e+02
3.125715849688235267e+03,9.577788161520000010e-01,5.336699231206306848e+01,3.414451807282427032e-01,1.990049751243781195e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.103696963161999944e+00,3.351602650938841066e+01,6.781635518009259123e-01,4.975124378109452988e-02,2.000000000000000000e+02
3.125715849688235267e+03,1.117018429158999959e+00,3.764935806792467332e+01,3.359835596418469378e-02,1.442786069651741387e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.310960399647999930e+00,3.351602650938841066e+01,5.678097487237006025e-01,1.890547263681592038e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.513298605096000005e+00,1.484968262254465010e+01,1.067555364166820897e-01,9.850746268656715987e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.570796326795000031e+00,1.668100537200059108e+01,3.493455134471631363e-01,3.582089552238805763e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.687631551731000101e+00,4.229242874389498752e+01,2.261446826956528267e-01,1.243781094527363212e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.737337002562999944e+00,3.351602650938841066e+01,3.525480636958297498e-01,2.885572139303482775e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.892154948508000034e+00,3.764935806792467332e+01,2.380594884922637156e-01,9.950248756218905699e-01,2.000000000000000000e+02
3.125715849688235267e+03,1.952756727841000073e+00,2.656087782946686815e+01,7.575159266264132329e-02,3.830845771144278378e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.052728374217000162e+00,1.873817422860383175e+01,2.423093259989985704e-01,6.268656716417910779e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.420014265287000033e+00,4.750810162102798273e+01,3.230940099836065449e-01,1.890547263681592038e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.512798025970000015e+00,1.873817422860383175e+01,1.222896394564123440e-01,1.741293532338308581e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.538681563927999818e+00,1.047615752789665144e+01,8.700587309533776292e-02,3.034825870646766233e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.631502027943000144e+00,8.302175681319743816e+00,1.135888317220418026e-01,6.616915422885571996e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.635677408799999899e+00,3.764935806792467332e+01,1.459432038905950080e-01,5.273631840796020320e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.838983169807999918e+00,1.707352647470690385e+02,2.804488380782065304e-01,9.303482587064676457e-01,2.000000000000000000e+02
3.125715849688235267e+03,2.912014714116000214e+00,3.351602650938841066e+01,3.173441750553093188e-01,9.900497512437811398e-01,2.000000000000000000e+02
3.125715849688235267e+03,3.020432623406000161e+00,5.336699231206306848e+01,6.344294898761199120e-01,8.358208955223880299e-01,2.000000000000000000e+02
3.511191734215127326e+03,0.000000000000000000e+00,5.994842503189408944e+01,7.819029192095351410e-01,4.975124378109452641e-03,2.000000000000000000e+02
3.511191734215127326e+03,9.577788161520000010e-01,4.750810162102798273e+01,3.355056358999635169e-01,5.472636815920397524e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.103696963161999944e+00,2.104904144512019570e+01,1.198510644401219599e-01,3.681592039800994920e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.117018429158999959e+00,2.364489412645407285e+01,3.045223307264967039e-01,4.626865671641791078e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.310960399647999930e+00,2.656087782946686815e+01,3.136966356489419572e-01,2.437810945273631846e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.513298605096000005e+00,5.994842503189408944e+01,3.135846368264201822e-01,5.323383084577114621e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.570796326795000031e+00,1.321941148466028793e+01,1.240642114182360367e-01,9.004975124378109541e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.687631551731000101e+00,1.873817422860383175e+01,7.838686276333041436e-02,7.661691542288556755e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.737337002562999944e+00,4.750810162102798273e+01,1.290063017748651619e-01,4.577114427860696777e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.892154948508000034e+00,4.750810162102798273e+01,3.115056824948115310e-01,3.432835820895522305e-01,2.000000000000000000e+02
3.511191734215127326e+03,1.952756727841000073e+00,4.229242874389498752e+01,1.981777114929098027e-01,6.915422885572138911e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.052728374217000162e+00,2.104904144512019570e+01,8.458664133323928747e-02,8.507462686567164312e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.420014265287000033e+00,2.983647240283340452e+01,2.649804213386909857e-01,8.159203980099501985e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.512798025970000015e+00,4.229242874389498752e+01,3.330110226509039872e-01,8.805970149253731227e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.538681563927999818e+00,3.351602650938841066e+01,6.926002451060615517e-01,9.502487562189054771e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.631502027943000144e+00,4.229242874389498752e+01,9.601226889425307220e-02,8.358208955223880299e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.635677408799999899e+00,4.229242874389498752e+01,3.073714495078238573e-01,3.084577114427860534e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.838983169807999918e+00,1.000000000000000000e+04,2.585363337844857612e-01,2.487562189054726425e-01,2.000000000000000000e+02
3.511191734215127326e+03,2.912014714116000214e+00,9.545484566618337396e+01,6.302422386213016869e-01,3.532338308457711462e-01,2.000000000000000000e+02
3.511191734215127326e+03,3.020432623406000161e+00,1.000000000000000000e+04,5.045438043461120126e-01,8.457711442786070011e-02,2.000000000000000000e+02
3.944206059437656222e+03,0.000000000000000000e+00,6.734150657750821267e+01,7.671272219581852791e-01,4.975124378109452641e-03,2.000000000000000000e+02
3.944206059437656222e+03,9.577788161520000010e-01,1.000000000000000000e+04,2.859724317659772530e-01,1.641791044776119424e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.103696963161999944e+00,1.873817422860383175e+01,1.633769734208687929e-01,3.034825870646766233e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.117018429158999959e+00,1.000000000000000000e+04,2.351868442389584146e-01,4.029850746268656692e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.310960399647999930e+00,3.764935806792467332e+01,1.480508977002791826e-01,5.472636815920397524e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.513298605096000005e+00,1.873817422860383175e+01,2.264748020684593799e-01,2.139303482587064653e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.570796326795000031e+00,1.000000000000000000e+04,1.024107312741045495e-01,4.825870646766169392e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.687631551731000101e+00,2.364489412645407285e+01,3.513645085851564986e-01,1.144278606965174194e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.737337002562999944e+00,5.336699231206306848e+01,5.004446221760926461e-01,5.870646766169154152e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.892154948508000034e+00,3.351602650938841066e+01,8.250882876803045107e-02,8.656716417910447214e-01,2.000000000000000000e+02
3.944206059437656222e+03,1.952756727841000073e+00,2.983647240283340452e+01,2.585705476629411859e-01,3.084577114427860534e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.052728374217000162e+00,1.321941148466028793e+01,1.341191073510792919e-01,4.825870646766169392e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.420014265287000033e+00,2.364489412645407285e+01,2.857312507588835593e-01,1.094527363184079616e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.512798025970000015e+00,3.351602650938841066e+01,2.104172061792305148e-01,1.641791044776119424e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.538681563927999818e+00,4.229242874389498752e+01,1.628747241759451181e-01,9.353233830845770758e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.631502027943000144e+00,4.229242874389498752e+01,3.858007383197409323e-01,6.268656716417910779e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.635677408799999899e+00,4.229242874389498752e+01,3.023054942543260681e-01,7.064676616915422924e-01,2.000000000000000000e+02
3.944206059437656222e+03,2.838983169807999918e+00,4.750810162102798273e+01,5.160297819593990809e-01,5.970149253731343170e-02,2.000000000000000000e+02
3.944206059437656222e+03,2.912014714116000214e+00,4.750810162102798273e+01,3.251185366590381709e-01,6.417910447761193682e-01,2.000000000000000000e+02
3.944206059437656222e+03,3.020432623406000161e+00,9.545484566618337396e+01,7.299743161459573138e-01,1.000000000000000000e+00,2.000000000000000000e+02
4.430621457583877600e+03,0.000000000000000000e+00,5.336699231206306848e+01,7.679061491750398538e-01,4.975124378109452641e-03,2.000000000000000000e+02
4.430621457583877600e+03,9.577788161520000010e-01,4.229242874389498752e+01,1.239999356439515088e-01,2.189054726368159232e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.103696963161999944e+00,3.351602650938841066e+01,3.474243839676269263e-01,5.174129353233830608e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.117018429158999959e+00,5.336699231206306848e+01,3.162664895889685246e-01,9.950248756218905283e-03,2.000000000000000000e+02
4.430621457583877600e+03,1.310960399647999930e+00,2.656087782946686815e+01,1.125884130680842588e-01,9.353233830845770758e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.513298605096000005e+00,1.000000000000000000e+04,5.861697038121317371e-01,3.781094527363184077e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.570796326795000031e+00,2.983647240283340452e+01,1.728061559393047897e-01,9.502487562189054771e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.687631551731000101e+00,4.132012400115336881e+00,3.746953444511195996e-02,5.671641791044775838e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.737337002562999944e+00,1.668100537200059108e+01,3.117457822016431179e-01,4.825870646766169392e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.892154948508000034e+00,3.764935806792467332e+01,2.245293180001080025e-01,9.303482587064676457e-01,2.000000000000000000e+02
4.430621457583877600e+03,1.952756727841000073e+00,5.857020818056667189e+00,1.188042083554846223e-01,7.960199004975124226e-02,2.000000000000000000e+02
4.430621457583877600e+03,2.052728374217000162e+00,3.351602650938841066e+01,2.240570422589673316e-01,1.194029850746268634e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.420014265287000033e+00,3.764935806792467332e+01,4.008497861829068976e-01,6.467661691542288260e-02,2.000000000000000000e+02
4.430621457583877600e+03,2.512798025970000015e+00,1.176811952434997899e+01,1.368035885049538047e-01,8.905472636815920939e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.538681563927999818e+00,8.497534359086438371e+01,5.362618208131024744e-01,1.492537313432835688e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.631502027943000144e+00,4.229242874389498752e+01,2.836171691284213869e-01,3.084577114427860534e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.635677408799999899e+00,5.994842503189408944e+01,4.055956621355858438e-01,9.402985074626866169e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.838983169807999918e+00,2.656087782946686815e+01,2.075552706793216684e-01,9.850746268656715987e-01,2.000000000000000000e+02
4.430621457583877600e+03,2.912014714116000214e+00,3.764935806792467332e+01,4.155290451799122931e-01,1.000000000000000000e+00,2.000000000000000000e+02
4.430621457583877600e+03,3.020432623406000161e+00,4.750810162102798273e+01,8.051820517356466089e-01,1.000000000000000000e+00,2.000000000000000000e+02
4.977023564332113892e+03,0.000000000000000000e+00,5.336699231206306848e+01,8.513251194843725056e-01,4.975124378109452641e-03,2.000000000000000000e+02
4.977023564332113892e+03,9.577788161520000010e-01,4.750810162102798273e+01,3.189704725748270242e-01,6.467661691542288260e-02,2.000000000000000000e+02
4.977023564332113892e+03,1.103696963161999944e+00,1.873817422860383175e+01,4.996450580877749292e-01,9.601990049751243372e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.117018429158999959e+00,1.000000000000000000e+04,1.464189633777734090e-01,7.761194029850746468e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.310960399647999930e+00,2.364489412645407285e+01,2.193290093607458413e-01,2.985074626865671377e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.513298605096000005e+00,5.857020818056667189e+00,7.666719429822570209e-02,2.238805970149253810e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.570796326795000031e+00,3.764935806792467332e+01,4.939450765186336190e-01,4.527363184079601921e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.687631551731000101e+00,1.047615752789665144e+01,1.536977843775111929e-01,1.442786069651741387e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.737337002562999944e+00,4.229242874389498752e+01,1.361985332966240414e-01,2.835820895522387919e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.892154948508000034e+00,3.351602650938841066e+01,3.507275753892839520e-01,3.880597014925373234e-01,2.000000000000000000e+02
4.977023564332113892e+03,1.952756727841000073e+00,6.734150657750821267e+01,6.348616507927707930e-01,8.706467661691542625e-01,2.000000000000000000e+02
4.977023564332113892e+03,2.052728374217000162e+00,2.983647240283340452e+01,1.687870672757760815e-01,1.144278606965174194e-01,2.000000000000000000e+02
4.977023564332113892e+03,2.420014265287000033e+00,1.000000000000000000e+04,5.861675404542917578e-01,2.985074626865671585e-02,2.000000000000000000e+02
4.977023564332113892e+03,2.512798025970000015e+00,3.764935806792467332e+01,2.778679655264828519e-01,9.950248756218905699e-01,2.000000000000000000e+02
