injected_period_months,phi_rad,bestfit_period_months,max_ls_power,global_pvalue_conditional,n_null_toys
8.111308307896870629e-01,1.892154948508000034e+00,4.037017258596554692e-01,3.385917227026060128e-01,8.507462686567164312e-01,2.000000000000000000e+02
8.111308307896870629e-01,1.952756727841000073e+00,4.037017258596554692e-01,3.426799336311674438e-01,9.054726368159203842e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.052728374217000162e+00,4.037017258596554692e-01,2.886043655477117387e-01,7.512437810945273853e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.420014265287000033e+00,4.037017258596554692e-01,2.913834175049043185e-01,5.920398009950248452e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.512798025970000015e+00,4.037017258596554692e-01,3.267334481630913556e-01,1.000000000000000000e+00,2.000000000000000000e+02
8.111308307896870629e-01,2.538681563927999818e+00,4.037017258596554692e-01,3.415456949154844768e-01,9.303482587064676457e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.631502027943000144e+00,4.037017258596554692e-01,3.093341515380317874e-01,6.716417910447761708e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.635677408799999899e+00,4.037017258596554692e-01,3.332826387602275120e-01,4.975124378109452988e-02,2.000000000000000000e+02
8.111308307896870629e-01,2.838983169807999918e+00,4.037017258596554692e-01,3.039696483466695076e-01,1.592039800995024845e-01,2.000000000000000000e+02
8.111308307896870629e-01,2.912014714116000214e+00,4.037017258596554692e-01,2.833840398140978767e-01,9.850746268656715987e-01,2.000000000000000000e+02
8.111308307896870629e-01,3.020432623406000161e+00,4.037017258596554692e-01,3.316357844813180300e-01,7.512437810945273853e-01,2.000000000000000000e+02
9.111627561154891364e-01,0.000000000000000000e+00,4.534878508128581953e-01,3.107970874742962963e-01,3.582089552238805763e-01,2.000000000000000000e+02
9.111627561154891364e-01,9.577788161520000010e-01,4.534878508128581953e-01,3.998296012637552743e-01,6.218905472636815368e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.103696963161999944e+00,4.534878508128581953e-01,3.661694167144747269e-01,6.467661691542288260e-02,2.000000000000000000e+02
9.111627561154891364e-01,1.117018429158999959e+00,4.534878508128581953e-01,3.754279015680112574e-01,8.606965174129352913e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.310960399647999930e+00,4.534878508128581953e-01,3.670256482461389247e-01,8.805970149253731227e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.513298605096000005e+00,4.534878508128581953e-01,3.395032209646698385e-01,4.726368159203980235e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.570796326795000031e+00,4.534878508128581953e-01,3.533273770463474239e-01,1.990049751243781195e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.687631551731000101e+00,4.534878508128581953e-01,2.470934161635067738e-01,3.830845771144278378e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.737337002562999944e+00,4.534878508128581953e-01,3.259820302988638008e-01,5.422885572139303223e-01,2.000000000000000000e+02
9.111627561154891364e-01,1.892154948508000034e+00,4.534878508128581953e-01,3.857273090823784001e-01,5.472636815920398079e-02,2.000000000000000000e+02
9.111627561154891364e-01,1.952756727841000073e+00,4.534878508128581953e-01,3.662404336353144441e-01,4.378109452736318463e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.052728374217000162e+00,4.534878508128581953e-01,4.181665919443297574e-01,6.666666666666666297e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.420014265287000033e+00,4.534878508128581953e-01,3.523157586927120888e-01,7.711442786069652167e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.512798025970000015e+00,4.534878508128581953e-01,3.975176286622928989e-01,8.805970149253731227e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.538681563927999818e+00,4.534878508128581953e-01,3.286535438019211330e-01,1.000000000000000000e+00,2.000000000000000000e+02
9.111627561154891364e-01,2.631502027943000144e+00,4.534878508128581953e-01,3.378403709749869255e-01,8.805970149253731227e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.635677408799999899e+00,4.534878508128581953e-01,3.602391301555226133e-01,8.009950248756219082e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.838983169807999918e+00,3.764935806792467332e+01,3.163698267010959242e-01,9.950248756218905699e-01,2.000000000000000000e+02
9.111627561154891364e-01,2.912014714116000214e+00,4.534878508128581953e-01,3.535548041044936918e-01,9.900497512437811398e-01,2.000000000000000000e+02
9.111627561154891364e-01,3.020432623406000161e+00,4.534878508128581953e-01,3.288999434099393326e-01,7.611940298507462455e-01,2.000000000000000000e+02
1.023531021899026339e+00,0.000000000000000000e+00,5.094138014816379512e-01,3.547011229819265199e-01,4.378109452736318463e-01,2.000000000000000000e+02
1.023531021899026339e+00,9.577788161520000010e-01,5.094138014816379512e-01,3.408625347314644394e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.023531021899026339e+00,1.103696963161999944e+00,5.094138014816379512e-01,4.013941813954683968e-01,9.203980099502487855e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.117018429158999959e+00,5.094138014816379512e-01,3.994470008958526663e-01,6.766169154228856009e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.310960399647999930e+00,5.094138014816379512e-01,3.823905523201237555e-01,8.756218905472636926e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.513298605096000005e+00,5.094138014816379512e-01,4.151449092017143183e-01,7.313432835820895539e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.570796326795000031e+00,5.094138014816379512e-01,2.989290539223216636e-01,5.074626865671642006e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.687631551731000101e+00,5.094138014816379512e-01,4.095946520120629097e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.023531021899026339e+00,1.737337002562999944e+00,5.094138014816379512e-01,3.826494696566304921e-01,1.293532338308457652e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.892154948508000034e+00,5.094138014816379512e-01,3.902003943906584560e-01,9.054726368159203842e-01,2.000000000000000000e+02
1.023531021899026339e+00,1.952756727841000073e+00,5.094138014816379512e-01,2.621276051773297477e-01,9.353233830845770758e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.052728374217000162e+00,5.094138014816379512e-01,2.360956617678230396e-01,6.915422885572138911e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.420014265287000033e+00,2.364489412645407285e+01,3.168415497862145935e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.512798025970000015e+00,5.094138014816379512e-01,4.305245014856141639e-01,4.378109452736318463e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.538681563927999818e+00,5.094138014816379512e-01,3.590518205320470946e-01,9.751243781094527385e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.631502027943000144e+00,5.094138014816379512e-01,3.755515704627450102e-01,4.975124378109452850e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.635677408799999899e+00,5.094138014816379512e-01,3.674676915520717624e-01,4.975124378109452850e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.838983169807999918e+00,5.094138014816379512e-01,4.110719349710669768e-01,5.422885572139303223e-01,2.000000000000000000e+02
1.023531021899026339e+00,2.912014714116000214e+00,5.094138014816379512e-01,4.186195944952796344e-01,9.850746268656715987e-01,2.000000000000000000e+02
1.023531021899026339e+00,3.020432623406000161e+00,5.094138014816379512e-01,3.807739474392182188e-01,7.562189054726368154e-01,2.000000000000000000e+02
1.149756995397735571e+00,0.000000000000000000e+00,5.722367659350217073e-01,3.681655118307933239e-01,9.900497512437811398e-01,2.000000000000000000e+02
1.149756995397735571e+00,9.577788161520000010e-01,5.722367659350217073e-01,4.475440705690169052e-01,7.761194029850746468e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.103696963161999944e+00,5.722367659350217073e-01,4.008286466215439381e-01,4.676616915422885379e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.117018429158999959e+00,5.722367659350217073e-01,4.654842760935092860e-01,6.666666666666666297e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.310960399647999930e+00,5.722367659350217073e-01,3.169233473049967720e-01,7.363184079601989840e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.513298605096000005e+00,5.722367659350217073e-01,4.218431886197513414e-01,8.507462686567164312e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.570796326795000031e+00,5.722367659350217073e-01,4.792651186289172416e-01,7.810945273631840768e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.687631551731000101e+00,5.722367659350217073e-01,3.578146775210245267e-01,2.985074626865671377e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.737337002562999944e+00,5.722367659350217073e-01,4.288279186159843492e-01,9.701492537313433084e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.892154948508000034e+00,5.722367659350217073e-01,3.709384940360569982e-01,4.975124378109452850e-01,2.000000000000000000e+02
1.149756995397735571e+00,1.952756727841000073e+00,5.722367659350217073e-01,3.874584500342043158e-01,4.228855721393035005e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.052728374217000162e+00,5.722367659350217073e-01,4.169689580055166989e-01,8.706467661691542625e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.420014265287000033e+00,5.722367659350217073e-01,3.947218546367623482e-01,4.925373134328357994e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.512798025970000015e+00,5.722367659350217073e-01,3.990418745899457220e-01,9.601990049751243372e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.538681563927999818e+00,5.722367659350217073e-01,3.732885115180492042e-01,8.358208955223880299e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.631502027943000144e+00,5.722367659350217073e-01,4.642208500941521487e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.149756995397735571e+00,2.635677408799999899e+00,5.722367659350217073e-01,4.124162947630204412e-01,1.194029850746268634e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.838983169807999918e+00,5.722367659350217073e-01,4.511024983046533210e-01,9.751243781094527385e-01,2.000000000000000000e+02
1.149756995397735571e+00,2.912014714116000214e+00,5.722367659350217073e-01,3.755514044063422152e-01,9.800995024875621686e-01,2.000000000000000000e+02
1.149756995397735571e+00,3.020432623406000161e+00,5.722367659350217073e-01,3.748816686084054939e-01,9.850746268656715987e-01,2.000000000000000000e+02
1.291549665014884107e+00,0.000000000000000000e+00,6.428073117284320848e-01,4.279223283244394382e-01,7.910447761194029370e-01,2.000000000000000000e+02
1.291549665014884107e+00,9.577788161520000010e-01,6.428073117284320848e-01,4.341475216858520225e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,1.103696963161999944e+00,6.428073117284320848e-01,3.665863064368654056e-01,9.601990049751243372e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.117018429158999959e+00,6.428073117284320848e-01,4.415681713526383723e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,1.310960399647999930e+00,6.428073117284320848e-01,4.209754843223737497e-01,9.203980099502487855e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.513298605096000005e+00,6.428073117284320848e-01,4.551331490203482377e-01,6.218905472636815368e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.570796326795000031e+00,6.428073117284320848e-01,3.312516014356777228e-01,3.084577114427860534e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.687631551731000101e+00,6.428073117284320848e-01,3.734056804361794990e-01,7.711442786069652167e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.737337002562999944e+00,6.428073117284320848e-01,3.577220754369210276e-01,5.472636815920397524e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.892154948508000034e+00,6.428073117284320848e-01,4.852226101301537753e-01,9.253731343283582156e-01,2.000000000000000000e+02
1.291549665014884107e+00,1.952756727841000073e+00,6.428073117284320848e-01,4.148587287137099899e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,2.052728374217000162e+00,6.428073117284320848e-01,3.763188811720730165e-01,2.437810945273631846e-01,2.000000000000000000e+02
1.291549665014884107e+00,2.420014265287000033e+00,6.428073117284320848e-01,4.078281460153975191e-01,9.552238805970149071e-01,2.000000000000000000e+02
1.291549665014884107e+00,2.512798025970000015e+00,6.428073117284320848e-01,4.037504390071816052e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,2.538681563927999818e+00,6.428073117284320848e-01,3.888881074797364001e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.291549665014884107e+00,2.631502027943000144e+00,6.428073117284320848e-01,4.924522404783282514e-01,9.253731343283582156e-01,2.000000000000000000e+02
1.291549665014884107e+00,2.635677408799999899e+00,6.428073117284320848e-01,3.725276952006080777e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,2.838983169807999918e+00,6.428073117284320848e-01,4.501847890564611987e-01,7.412935323383084141e-01,2.000000000000000000e+02
1.291549665014884107e+00,2.912014714116000214e+00,6.428073117284320848e-01,4.325296229503532430e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.291549665014884107e+00,3.020432623406000161e+00,6.428073117284320848e-01,4.531189208295761661e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.450828778495939497e+00,0.000000000000000000e+00,7.220809018385463407e-01,3.167355604760144216e-01,8.955223880597015240e-01,2.000000000000000000e+02
1.450828778495939497e+00,9.577788161520000010e-01,7.220809018385463407e-01,4.512713062689326371e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.450828778495939497e+00,1.103696963161999944e+00,7.220809018385463407e-01,5.076661527387119621e-01,7.363184079601989840e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.117018429158999959e+00,7.220809018385463407e-01,4.138626742307104922e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.310960399647999930e+00,7.220809018385463407e-01,4.943683828156922311e-01,9.452736318407960470e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.513298605096000005e+00,7.220809018385463407e-01,4.642348089232088970e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.450828778495939497e+00,1.570796326795000031e+00,7.220809018385463407e-01,5.360910884461178583e-01,9.054726368159203842e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.687631551731000101e+00,7.220809018385463407e-01,4.121728295210559390e-01,5.970149253731342753e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.737337002562999944e+00,7.220809018385463407e-01,4.824069823218212205e-01,8.159203980099501985e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.892154948508000034e+00,7.220809018385463407e-01,4.898493801874355680e-01,9.701492537313433084e-01,2.000000000000000000e+02
1.450828778495939497e+00,1.952756727841000073e+00,7.220809018385463407e-01,4.171541914153527042e-01,2.736318407960198762e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.052728374217000162e+00,7.220809018385463407e-01,4.354521759508037659e-01,9.751243781094527385e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.420014265287000033e+00,7.220809018385463407e-01,4.414859107931894955e-01,9.800995024875621686e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.512798025970000015e+00,7.220809018385463407e-01,4.403625604403980653e-01,6.417910447761193682e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.538681563927999818e+00,7.220809018385463407e-01,4.174831257320156253e-01,2.388059701492537268e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.631502027943000144e+00,7.220809018385463407e-01,4.589507081721698745e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.635677408799999899e+00,7.220809018385463407e-01,4.200836698384931567e-01,8.805970149253731227e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.838983169807999918e+00,7.220809018385463407e-01,4.828827631117130759e-01,8.208955223880597396e-01,2.000000000000000000e+02
1.450828778495939497e+00,2.912014714116000214e+00,7.220809018385463407e-01,5.078274293270789164e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.450828778495939497e+00,3.020432623406000161e+00,7.220809018385463407e-01,4.648678354900286913e-01,9.253731343283582156e-01,2.000000000000000000e+02
1.629750834620644406e+00,0.000000000000000000e+00,8.111308307896870629e-01,4.136344617455304240e-01,7.611940298507462455e-01,2.000000000000000000e+02
1.629750834620644406e+00,9.577788161520000010e-01,8.111308307896870629e-01,5.026826905675364499e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.629750834620644406e+00,1.103696963161999944e+00,8.111308307896870629e-01,4.990008249452679845e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.629750834620644406e+00,1.117018429158999959e+00,8.111308307896870629e-01,5.111433489806495034e-01,9.900497512437811398e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.310960399647999930e+00,8.111308307896870629e-01,4.839670320106745915e-01,9.353233830845770758e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.513298605096000005e+00,8.111308307896870629e-01,4.048986669352536705e-01,6.666666666666666297e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.570796326795000031e+00,8.111308307896870629e-01,4.392489975314747830e-01,4.626865671641791078e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.687631551731000101e+00,8.111308307896870629e-01,4.839201784981183585e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.629750834620644406e+00,1.737337002562999944e+00,8.111308307896870629e-01,4.258450182174254861e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.892154948508000034e+00,8.111308307896870629e-01,5.127147643672785859e-01,8.855721393034825528e-01,2.000000000000000000e+02
1.629750834620644406e+00,1.952756727841000073e+00,8.111308307896870629e-01,4.678669827106959334e-01,9.601990049751243372e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.052728374217000162e+00,8.111308307896870629e-01,4.585916491153498864e-01,9.850746268656715987e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.420014265287000033e+00,8.111308307896870629e-01,4.527191437766321935e-01,9.751243781094527385e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.512798025970000015e+00,8.111308307896870629e-01,4.372287655096495640e-01,9.701492537313433084e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.538681563927999818e+00,8.111308307896870629e-01,4.585881377599039244e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.631502027943000144e+00,8.111308307896870629e-01,4.872828355809798451e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.635677408799999899e+00,8.111308307896870629e-01,4.138679743900490760e-01,8.656716417910447214e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.838983169807999918e+00,8.111308307896870629e-01,3.799018148739549128e-01,5.920398009950248452e-01,2.000000000000000000e+02
1.629750834620644406e+00,2.912014714116000214e+00,8.111308307896870629e-01,4.756412144647563234e-01,8.557213930348258613e-01,2.000000000000000000e+02
1.629750834620644406e+00,3.020432623406000161e+00,8.111308307896870629e-01,4.815947023126714854e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,0.000000000000000000e+00,9.111627561154891364e-01,3.856753011162880607e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,9.577788161520000010e-01,9.111627561154891364e-01,3.557535229991097281e-01,6.119402985074626766e-01,2.000000000000000000e+02
1.830738280295367781e+00,1.103696963161999944e+00,9.111627561154891364e-01,4.179346125375957288e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,1.117018429158999959e+00,9.111627561154891364e-01,4.471949741445276905e-01,9.850746268656715987e-01,2.000000000000000000e+02
1.830738280295367781e+00,1.310960399647999930e+00,9.111627561154891364e-01,5.587547117946651820e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,1.513298605096000005e+00,9.111627561154891364e-01,3.636935819369755962e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.830738280295367781e+00,1.570796326795000031e+00,9.111627561154891364e-01,4.809387428200669334e-01,9.950248756218905699e-01,2.000000000000000000e+02
1.830738280295367781e+00,1.687631551731000101e+00,9.111627561154891364e-01,4.078247313157083997e-01,8.706467661691542625e-01,2.000000000000000000e+02
1.830738280295367781e+00,1.737337002562999944e+00,9.111627561154891364e-01,5.109305048467318588e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,1.892154948508000034e+00,9.111627561154891364e-01,4.391161477924012679e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,1.952756727841000073e+00,9.111627561154891364e-01,4.230332568647042768e-01,9.800995024875621686e-01,2.000000000000000000e+02
1.830738280295367781e+00,2.052728374217000162e+00,9.111627561154891364e-01,4.495200159391830597e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,2.420014265287000033e+00,9.111627561154891364e-01,4.678789941933426677e-01,9.900497512437811398e-01,2.000000000000000000e+02
1.830738280295367781e+00,2.512798025970000015e+00,9.111627561154891364e-01,4.820224358546608134e-01,8.606965174129352913e-01,2.000000000000000000e+02
1.830738280295367781e+00,2.538681563927999818e+00,9.111627561154891364e-01,5.175641834116604389e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,2.631502027943000144e+00,9.111627561154891364e-01,4.957969682688594948e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,2.635677408799999899e+00,9.111627561154891364e-01,4.970149947164206328e-01,1.000000000000000000e+00,2.000000000000000000e+02
1.830738280295367781e+00,2.838983169807999918e+00,9.111627561154891364e-01,4.650851781566455179e-01,8.109452736318407684e-01,2.000000000000000000e+02
1.830738280295367781e+00,2.912014714116000214e+00,9.111627561154891364e-01,4.827727448301302737e-01,5.124378109452736307e-01,2.000000000000000000e+02
1.830738280295367781e+00,3.020432623406000161e+00,9.111627561154891364e-01,3.954739895542320194e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,0.000000000000000000e+00,1.023531021899026339e+00,4.584914120039177976e-01,9.651741293532338783e-01,2.000000000000000000e+02
2.056512308348651619e+00,9.577788161520000010e-01,1.023531021899026339e+00,4.712468591361226866e-01,9.651741293532338783e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.103696963161999944e+00,1.023531021899026339e+00,5.266922150159381033e-01,9.054726368159203842e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.117018429158999959e+00,1.023531021899026339e+00,4.654259477543608581e-01,1.094527363184079616e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.310960399647999930e+00,1.023531021899026339e+00,5.106916566814518887e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,1.513298605096000005e+00,1.023531021899026339e+00,4.296971493737643533e-01,9.154228855721393554e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.570796326795000031e+00,1.023531021899026339e+00,4.675483451338356966e-01,9.203980099502487855e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.687631551731000101e+00,1.023531021899026339e+00,5.364265204695102263e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,1.737337002562999944e+00,1.023531021899026339e+00,4.045866948462027435e-01,8.905472636815920939e-01,2.000000000000000000e+02
2.056512308348651619e+00,1.892154948508000034e+00,1.023531021899026339e+00,5.255296117904464381e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,1.952756727841000073e+00,1.023531021899026339e+00,5.297940367913493986e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,2.052728374217000162e+00,1.023531021899026339e+00,4.804909309162824771e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,2.420014265287000033e+00,1.023531021899026339e+00,5.500883866260469768e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,2.512798025970000015e+00,1.023531021899026339e+00,4.955909560422291915e-01,9.203980099502487855e-01,2.000000000000000000e+02
2.056512308348651619e+00,2.538681563927999818e+00,1.023531021899026339e+00,4.105066867120870100e-01,7.462686567164179552e-01,2.000000000000000000e+02
2.056512308348651619e+00,2.631502027943000144e+00,1.023531021899026339e+00,4.967750029773486675e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,2.635677408799999899e+00,1.023531021899026339e+00,5.498649095883363369e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,2.838983169807999918e+00,1.023531021899026339e+00,4.892052112381091167e-01,9.850746268656715987e-01,2.000000000000000000e+02
2.056512308348651619e+00,2.912014714116000214e+00,1.023531021899026339e+00,5.008566247369035107e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.056512308348651619e+00,3.020432623406000161e+00,1.023531021899026339e+00,4.344006764281338473e-01,2.139303482587064653e-01,2.000000000000000000e+02
2.310129700083159321e+00,0.000000000000000000e+00,1.149756995397735571e+00,5.241782914247262726e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,9.577788161520000010e-01,1.149756995397735571e+00,3.715663682755741548e-01,8.407960199004974600e-01,2.000000000000000000e+02
2.310129700083159321e+00,1.103696963161999944e+00,1.149756995397735571e+00,5.574252684266510771e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,1.117018429158999959e+00,1.149756995397735571e+00,4.925922961098843089e-01,9.900497512437811398e-01,2.000000000000000000e+02
2.310129700083159321e+00,1.310960399647999930e+00,1.149756995397735571e+00,4.670452423524994456e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,1.513298605096000005e+00,1.149756995397735571e+00,5.470720529507312468e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,1.570796326795000031e+00,1.149756995397735571e+00,4.819043670363301612e-01,9.203980099502487855e-01,2.000000000000000000e+02
2.310129700083159321e+00,1.687631551731000101e+00,1.149756995397735571e+00,4.180613471879711107e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,1.737337002562999944e+00,4.229242874389498752e+01,4.231896466941998947e-01,9.900497512437811398e-01,2.000000000000000000e+02
2.310129700083159321e+00,1.892154948508000034e+00,1.149756995397735571e+00,4.430105052848017366e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,1.952756727841000073e+00,1.149756995397735571e+00,4.979443138922534096e-01,8.955223880597015240e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.052728374217000162e+00,1.149756995397735571e+00,4.407036100243617027e-01,8.905472636815920939e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.420014265287000033e+00,1.149756995397735571e+00,5.059033529530607698e-01,8.756218905472636926e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.512798025970000015e+00,1.149756995397735571e+00,5.283439480060398985e-01,9.104477611940298143e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.538681563927999818e+00,1.149756995397735571e+00,5.226617740486625419e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,2.631502027943000144e+00,1.149756995397735571e+00,4.731444670565266297e-01,4.925373134328357994e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.635677408799999899e+00,1.149756995397735571e+00,5.430852788855966562e-01,9.751243781094527385e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.838983169807999918e+00,1.149756995397735571e+00,5.462217646025462336e-01,9.900497512437811398e-01,2.000000000000000000e+02
2.310129700083159321e+00,2.912014714116000214e+00,1.149756995397735571e+00,5.666154583776662479e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.310129700083159321e+00,3.020432623406000161e+00,1.149756995397735571e+00,5.800399652059076150e-01,1.000000000000000000e+00,2.000000000000000000e+02
2.595024211399735936e+00,0.000000000000000000e+00,1.291549665014884107e+00,5.070915138895012442e-01,8.905472636815920939e-01,2.000000000000000000e+02
2.595024211399735936e+00,9.577788161520000010e-01,1.291549665014884107e+00,5.649766351552205634e-01,1.000000000000000000e+00,2.000000000000000000e+02
