T_months,phi_rad,phi_over_pi,mu95_learned,mu95_ti,mu95_ratio
5.094138014816379512e-01,1.952756727841000073e+00,6.215817717837002210e-01,4.013282887692035811e-02,4.780047823401840229e-02,8.395905304637482081e-01
5.722367659350217073e-01,1.952756727841000073e+00,6.215817717837002210e-01,4.107704271075114655e-02,4.780047823401840229e-02,8.593437603207417785e-01
6.428073117284320848e-01,1.952756727841000073e+00,6.215817717837002210e-01,4.126137603906240153e-02,4.780047823401840229e-02,8.632000675193604033e-01
7.220809018385463407e-01,1.952756727841000073e+00,6.215817717837002210e-01,3.974643012300145550e-02,4.780047823401840229e-02,8.315069553993482687e-01
8.111308307896870629e-01,1.952756727841000073e+00,6.215817717837002210e-01,3.934708273484724406e-02,4.780047823401840229e-02,8.231524911155577717e-01
9.111627561154891364e-01,1.952756727841000073e+00,6.215817717837002210e-01,3.942475502953501909e-02,4.780047823401840229e-02,8.247774182618409222e-01
1.023531021899026339e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.269934419727612618e-02,4.780047823401840229e-02,8.932827824071448708e-01
1.149756995397735571e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.024659340660224904e-02,4.780047823401840229e-02,8.419705177334346757e-01
1.291549665014884107e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.067943082071389521e-02,4.780047823401840229e-02,8.510256031656888709e-01
1.450828778495939497e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.011470550034123422e-02,4.780047823401840229e-02,8.392113841194291934e-01
1.629750834620644406e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.035505816058456569e-02,4.780047823401840229e-02,8.442396321437822815e-01
1.830738280295367781e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.297137164002357707e-02,4.780047823401840229e-02,8.989736761554391054e-01
2.056512308348651619e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.121957447461883223e-02,4.780047823401840229e-02,8.623255665522587821e-01
2.310129700083159321e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.975446953144474299e-02,4.780047823401840229e-02,8.316751421778136866e-01
2.595024211399735936e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.956194238197885404e-02,4.780047823401840229e-02,8.276474178415983429e-01
2.915053062825175623e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.988502525258465908e-02,4.780047823401840229e-02,8.344064060890395984e-01
3.274549162877728570e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.939645534135811922e-02,4.780047823401840229e-02,8.241853804994078159e-01
3.678379771828632183e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.996244281638281631e-02,4.780047823401840229e-02,8.360260041905301920e-01
4.132012400115336881e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.964577966434629924e-02,4.780047823401840229e-02,8.294013183351666152e-01
4.641588833612779297e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.947830050205098501e-02,4.780047823401840229e-02,8.258976052242772425e-01
5.214008287999684299e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.039065283519421845e-02,4.780047823401840229e-02,8.449842831582635716e-01
5.857020818056667189e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.999600094825603996e-02,4.780047823401840229e-02,8.367280501346927579e-01
6.579332246575678944e+00,1.952756727841000073e+00,6.215817717837002210e-01,4.071340002152062237e-02,4.780047823401840229e-02,8.517362487922959247e-01
7.390722033525778834e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.985342561632589792e-02,4.780047823401840229e-02,8.337453324465531335e-01
8.302175681319743816e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.970824456995129120e-02,4.780047823401840229e-02,8.307081024493166987e-01
9.326033468832198636e+00,1.952756727841000073e+00,6.215817717837002210e-01,3.866849396967308311e-02,4.780047823401840229e-02,8.089562154663483273e-01
1.047615752789665144e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.903787100177316671e-02,4.780047823401840229e-02,8.166836911265648036e-01
1.176811952434997899e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.978011085778226236e-02,4.780047823401840229e-02,8.322115662322339125e-01
1.321941148466028793e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.966654268098636360e-02,4.780047823401840229e-02,8.298356867224119249e-01
1.484968262254465010e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.955164801482798781e-02,4.780047823401840229e-02,8.274320566667483501e-01
1.668100537200059108e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.930181136627348970e-02,4.780047823401840229e-02,8.222054008301401540e-01
1.873817422860383175e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.846609220025670045e-02,4.780047823401840229e-02,8.047219111896112276e-01
2.104904144512019570e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.784901316042747071e-02,4.780047823401840229e-02,7.918124370038472915e-01
2.364489412645407285e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.956437025943226882e-02,4.780047823401840229e-02,8.276982097487739498e-01
2.656087782946686815e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.978559527946122498e-02,4.780047823401840229e-02,8.323263019395236162e-01
2.983647240283340452e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.817922700258946644e-02,4.780047823401840229e-02,7.987206072640977705e-01
3.351602650938841066e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.952532266171591979e-02,4.780047823401840229e-02,8.268813225719305882e-01
3.764935806792467332e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.928764693053769796e-02,4.780047823401840229e-02,8.219090766873889953e-01
4.229242874389498752e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.718128994831820106e-02,4.780047823401840229e-02,7.778434719060448588e-01
4.750810162102798273e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.598290594837934980e-02,4.780047823401840229e-02,7.527729277564260135e-01
5.336699231206306848e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.817150684014381651e-02,4.780047823401840229e-02,7.985590992053739345e-01
5.994842503189408944e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.830516553238885735e-02,4.780047823401840229e-02,8.013552781806276837e-01
6.734150657750821267e+01,1.952756727841000073e+00,6.215817717837002210e-01,4.154770081919902103e-02,4.780047823401840229e-02,8.691900657519062712e-01
7.564633275546290747e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.724879438767375595e-02,4.780047823401840229e-02,7.792556845417651923e-01
8.497534359086438371e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.640558231244649112e-02,4.780047823401840229e-02,7.616154410467289582e-01
9.545484566618337396e+01,1.952756727841000073e+00,6.215817717837002210e-01,3.732597087601841751e-02,4.780047823401840229e-02,7.808702392741848630e-01
1.072267222010323167e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.556433103900441539e-02,4.780047823401840229e-02,7.440162180991355401e-01
1.204503540258782408e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.127713060471802586e-02,4.780047823401840229e-02,6.543267297785919645e-01
1.353047774579806060e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.157023403605409284e-02,4.780047823401840229e-02,6.604585393789292880e-01
1.519911082952933157e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.484936733715565671e-02,4.780047823401840229e-02,7.290589681245958076e-01
1.707352647470690385e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.502170886645951386e-02,4.780047823401840229e-02,7.326644033769402764e-01
1.917910261672488730e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.783093570978363074e-02,4.780047823401840229e-02,7.914342514435410703e-01
2.154434690031884543e+02,1.952756727841000073e+00,6.215817717837002210e-01,3.720355804042204534e-02,4.780047823401840229e-02,7.783093269126585279e-01
2.420128264794381039e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.106779863973394201e-02,4.780047823401840229e-02,8.591503716485208164e-01
2.718588242732940330e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.342768396682016724e-02,4.780047823401840229e-02,9.085198636342046719e-01
3.053855508833415797e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.516413523643711403e-02,4.780047823401840229e-02,9.448469326044300898e-01
3.430469286314919373e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.548653035150393431e-02,4.780047823401840229e-02,9.515915328046301580e-01
3.853528593710527161e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.726801280590803289e-02,4.780047823401840229e-02,9.888606673451348916e-01
4.328761281083056929e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.512987259284766822e-02,4.780047823401840229e-02,9.441301480688925052e-01
4.862601580065353346e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.769270909887778770e-02,4.780047823401840229e-02,9.977454381394887939e-01
5.462277217684342077e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.619041934300607138e-02,4.780047823401840229e-02,9.663170965961906944e-01
6.135907273413170060e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.685539551119105584e-02,4.780047823401840229e-02,9.802285927307992086e-01
6.892612104349694846e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.737810425580649132e-02,4.780047823401840229e-02,9.911638127103230556e-01
7.742636826811269657e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.775540477602067957e-02,4.780047823401840229e-02,9.990570500617785843e-01
8.697490026177833897e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.758149619222045573e-02,4.780047823401840229e-02,9.954188315705573276e-01
9.770099572992246522e+02,1.952756727841000073e+00,6.215817717837002210e-01,4.746952132722127848e-02,4.780047823401840229e-02,9.930762846100231744e-01
1.097498765493056680e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.697017665123662949e-02,4.780047823401840229e-02,9.826298477869439552e-01
1.232846739442065882e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.767315233605305680e-02,4.780047823401840229e-02,9.973363049352352849e-01
1.384886371393871741e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.810380214219830974e-02,4.780047823401840229e-02,1.006345624968330021e+00
1.555676143930472335e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.713349589698964670e-02,4.780047823401840229e-02,9.860465342258002419e-01
1.747528400007682876e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.771589438398266686e-02,4.780047823401840229e-02,9.982304810922260074e-01
1.963040650040272340e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.782676799764028902e-02,4.780047823401840229e-02,1.000549989552262931e+00
2.205130739903045651e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.800400752388976622e-02,4.780047823401840229e-02,1.004257892334778246e+00
2.477076355991709079e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.741667075706725021e-02,4.780047823401840229e-02,9.919706352084568524e-01
2.782559402207125913e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.756510214818968768e-02,4.780047823401840229e-02,9.950758633694756217e-01
3.125715849688235267e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.761083385519339350e-02,4.780047823401840229e-02,9.960325840696288013e-01
3.511191734215127326e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.740570387056038115e-02,4.780047823401840229e-02,9.917412047317746282e-01
3.944206059437656222e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.771844908341078828e-02,4.780047823401840229e-02,9.982839261522442609e-01
4.430621457583877600e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.757661363548706945e-02,4.780047823401840229e-02,9.953166870541472200e-01
4.977023564332113892e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.747277360903191801e-02,4.780047823401840229e-02,9.931443232977266167e-01
5.590810182512223037e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.767869941673286149e-02,4.780047823401840229e-02,9.974523514871682650e-01
6.280291441834246143e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.790107239519786342e-02,4.780047823401840229e-02,1.002104459304506978e+00
7.054802310718645458e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.803495133090457392e-02,4.780047823401840229e-02,1.004905245837463212e+00
7.924828983539169712e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.772292833130391959e-02,4.780047823401840229e-02,9.983776333296328076e-01
8.902150854450392217e+03,1.952756727841000073e+00,6.215817717837002210e-01,4.770786304917139231e-02,4.780047823401840229e-02,9.980624632165061572e-01
1.000000000000000000e+04,1.952756727841000073e+00,6.215817717837002210e-01,4.791563436580167923e-02,4.780047823401840229e-02,1.002409099993090136e+00
1.000000000000000056e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.140238515134078701e-02,4.780047823401840229e-02,8.661500194338169756e-01
1.123324032978027381e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.341880557027453374e-02,4.780047823401840229e-02,9.083341249789935734e-01
1.261856883066020396e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.017113040323645745e-02,4.780047823401840229e-02,8.403918096084584954e-01
1.417474162926805059e-01,2.052728374217000162e+00,6.534037351632510093e-01,3.978435758156122215e-02,4.780047823401840229e-02,8.323004089370740211e-01
1.592282793341092129e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.059352472067406792e-02,4.780047823401840229e-02,8.492284224006920734e-01
1.788649529057435017e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.130969997010002642e-02,4.780047823401840229e-02,8.642110183052718053e-01
2.009233002565046777e-01,2.052728374217000162e+00,6.534037351632510093e-01,3.970751346722784653e-02,4.780047823401840229e-02,8.306928075662850519e-01
2.257019719633920340e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.186666950338559928e-02,4.780047823401840229e-02,8.758629840148782764e-01
2.535364493970111432e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.047972725515643078e-02,4.780047823401840229e-02,8.468477461036786336e-01
2.848035868435802032e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.109186835629883433e-02,4.780047823401840229e-02,8.596539171663513113e-01
3.199267137797383587e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.141725361387727650e-02,4.780047823401840229e-02,8.664610720233685281e-01
3.593813663804627523e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.442102440773782607e-02,4.780047823401840229e-02,9.293008364950728906e-01
4.037017258596554692e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.119660436205888066e-02,4.780047823401840229e-02,8.618450250721610972e-01
4.534878508128581953e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.080822425993237135e-02,4.780047823401840229e-02,8.537199996231455978e-01
5.094138014816379512e-01,2.052728374217000162e+00,6.534037351632510093e-01,3.984589550568340410e-02,4.780047823401840229e-02,8.335878003271958159e-01
5.722367659350217073e-01,2.052728374217000162e+00,6.534037351632510093e-01,3.936904562346799086e-02,4.780047823401840229e-02,8.236119611759454839e-01
6.428073117284320848e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.285100998953661477e-02,4.780047823401840229e-02,8.964556751869613427e-01
7.220809018385463407e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.040283003304604575e-02,4.780047823401840229e-02,8.452390337026453038e-01
8.111308307896870629e-01,2.052728374217000162e+00,6.534037351632510093e-01,4.011771050781470782e-02,4.780047823401840229e-02,8.392742497556004988e-01
9.111627561154891364e-01,2.052728374217000162e+00,6.534037351632510093e-01,3.996357393124080198e-02,4.780047823401840229e-02,8.360496674445346832e-01
1.023531021899026339e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.334104447406605248e-02,4.780047823401840229e-02,9.067073400788973059e-01
1.149756995397735571e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.934245565788514754e-02,4.780047823401840229e-02,8.230556913107640593e-01
1.291549665014884107e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.259418330675732861e-02,4.780047823401840229e-02,8.910827857877814395e-01
1.450828778495939497e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.955984265324332533e-02,4.780047823401840229e-02,8.276034909016783958e-01
1.629750834620644406e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.225724041352497268e-02,4.780047823401840229e-02,8.840338418089623840e-01
1.830738280295367781e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.077800190250937401e-02,4.780047823401840229e-02,8.530877390571521834e-01
2.056512308348651619e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.973765655514849282e-02,4.780047823401840229e-02,8.313234097910802145e-01
2.310129700083159321e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.003298172008019906e-02,4.780047823401840229e-02,8.375016987087323672e-01
2.595024211399735936e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.947803978823449800e-02,4.780047823401840229e-02,8.258921510149027645e-01
2.915053062825175623e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.970635119373461946e-02,4.780047823401840229e-02,8.306684924645085788e-01
3.274549162877728570e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.991725059920009366e-02,4.780047823401840229e-02,8.350805697753874712e-01
3.678379771828632183e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.047115885785109585e-02,4.780047823401840229e-02,8.466684927233382174e-01
4.132012400115336881e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.932916760820882873e-02,4.780047823401840229e-02,8.227777014209712858e-01
4.641588833612779297e+00,2.052728374217000162e+00,6.534037351632510093e-01,4.035823244239012536e-02,4.780047823401840229e-02,8.443060390485420674e-01
5.214008287999684299e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.976242345382531573e-02,4.780047823401840229e-02,8.318415405628180048e-01
5.857020818056667189e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.962321567773648134e-02,4.780047823401840229e-02,8.289292731288540050e-01
6.579332246575678944e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.879297659883412103e-02,4.780047823401840229e-02,8.115604285152555608e-01
7.390722033525778834e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.944555459661824165e-02,4.780047823401840229e-02,8.252125512950585495e-01
8.302175681319743816e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.938513076237181582e-02,4.780047823401840229e-02,8.239484669913282877e-01
9.326033468832198636e+00,2.052728374217000162e+00,6.534037351632510093e-01,3.844045293427440085e-02,4.780047823401840229e-02,8.041855302384254278e-01
1.047615752789665144e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.927164635745103438e-02,4.780047823401840229e-02,8.215743400136609198e-01
1.176811952434997899e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.942443755707085440e-02,4.780047823401840229e-02,8.247707766449389188e-01
1.321941148466028793e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.920523837822573188e-02,4.780047823401840229e-02,8.201850656448944621e-01
1.484968262254465010e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.839459011978008790e-02,4.780047823401840229e-02,8.032260667311822422e-01
1.668100537200059108e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.891612249833317078e-02,4.780047823401840229e-02,8.141366767882574074e-01
1.873817422860383175e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.987310198724970667e-02,4.780047823401840229e-02,8.341569678872589044e-01
2.104904144512019570e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.891242305777221910e-02,4.780047823401840229e-02,8.140592834085752516e-01
2.364489412645407285e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.834256223587665519e-02,4.780047823401840229e-02,8.021376281668498587e-01
2.656087782946686815e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.895810720568950586e-02,4.780047823401840229e-02,8.150150091587158308e-01
2.983647240283340452e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.675111868321920966e-02,4.780047823401840229e-02,7.688441630917483005e-01
3.351602650938841066e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.808528409320048602e-02,4.780047823401840229e-02,7.967552940944457873e-01
3.764935806792467332e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.895149705086387720e-02,4.780047823401840229e-02,8.148767227843982663e-01
4.229242874389498752e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.709040900754856374e-02,4.780047823401840229e-02,7.759422160164132221e-01
4.750810162102798273e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.516238920387090156e-02,4.780047823401840229e-02,7.356074772249184823e-01
5.336699231206306848e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.806724034837069559e-02,4.780047823401840229e-02,7.963778136696380017e-01
5.994842503189408944e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.849040571955492790e-02,4.780047823401840229e-02,8.052305571320051980e-01
6.734150657750821267e+01,2.052728374217000162e+00,6.534037351632510093e-01,4.115589080699603997e-02,4.780047823401840229e-02,8.609932855798589912e-01
7.564633275546290747e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.833678429651650454e-02,4.780047823401840229e-02,8.020167519837317904e-01
8.497534359086438371e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.977315393779140562e-02,4.780047823401840229e-02,8.320660254291315505e-01
9.545484566618337396e+01,2.052728374217000162e+00,6.534037351632510093e-01,3.735738822147633559e-02,4.780047823401840229e-02,7.815274993397455239e-01
1.072267222010323167e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.540618167681294781e-02,4.780047823401840229e-02,7.407076871380600114e-01
1.204503540258782408e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.858838897630152698e-02,4.780047823401840229e-02,8.072803955513385699e-01
1.353047774579806060e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.081182396266933868e-02,4.780047823401840229e-02,6.445923785913366677e-01
1.519911082952933157e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.145142257330119789e-02,4.780047823401840229e-02,6.579729687917224012e-01
1.707352647470690385e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.299763910381984383e-02,4.780047823401840229e-02,6.903202713218097308e-01
1.917910261672488730e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.476450350285078400e-02,4.780047823401840229e-02,7.272835918639357633e-01
2.154434690031884543e+02,2.052728374217000162e+00,6.534037351632510093e-01,3.580541836804010392e-02,4.780047823401840229e-02,7.490598356097258881e-01
2.420128264794381039e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.227213823879229226e-02,4.780047823401840229e-02,8.843455086754398176e-01
2.718588242732940330e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.134605709227300030e-02,4.780047823401840229e-02,8.649716199460123489e-01
3.053855508833415797e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.190006729618157150e-02,4.780047823401840229e-02,8.765616756185996561e-01
3.430469286314919373e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.069335099239535652e-02,4.780047823401840229e-02,8.513168172329061978e-01
3.853528593710527161e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.431385971947958413e-02,4.780047823401840229e-02,9.270589198403149656e-01
4.328761281083056929e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.578061446747804658e-02,4.780047823401840229e-02,9.577438586147267729e-01
4.862601580065353346e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.483245817138609146e-02,4.780047823401840229e-02,9.379081512929290376e-01
5.462277217684342077e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.568559988557487073e-02,4.780047823401840229e-02,9.557561257423063950e-01
6.135907273413170060e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.742330737615892133e-02,4.780047823401840229e-02,9.921094752229684399e-01
6.892612104349694846e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.630189700512495760e-02,4.780047823401840229e-02,9.686492419268947218e-01
7.742636826811269657e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.736907188914320915e-02,4.780047823401840229e-02,9.909748529551704044e-01
8.697490026177833897e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.790538759662740786e-02,4.780047823401840229e-02,1.002194734581846491e+00
9.770099572992246522e+02,2.052728374217000162e+00,6.534037351632510093e-01,4.735007537674869316e-02,4.780047823401840229e-02,9.905774403539508999e-01
1.097498765493056680e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.698311993752155025e-02,4.780047823401840229e-02,9.829006251256465765e-01
1.232846739442065882e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.700146449137791727e-02,4.780047823401840229e-02,9.832843985633631378e-01
1.384886371393871741e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.766937359180816597e-02,4.780047823401840229e-02,9.972572524992661114e-01
1.555676143930472335e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.744263257900142861e-02,4.780047823401840229e-02,9.925137641245960207e-01
1.747528400007682876e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.745312292247338276e-02,4.780047823401840229e-02,9.927332251814624531e-01
1.963040650040272340e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.772953690238704305e-02,4.780047823401840229e-02,9.985158865715935139e-01
2.205130739903045651e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.770739177487054450e-02,4.780047823401840229e-02,9.980526040201495031e-01
2.477076355991709079e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.773624128002748601e-02,4.780047823401840229e-02,9.986561441147842055e-01
2.782559402207125913e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.770645777498072615e-02,4.780047823401840229e-02,9.980330644689917596e-01
3.125715849688235267e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.808667994571197424e-02,4.780047823401840229e-02,1.005987423604684627e+00
3.511191734215127326e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.754693301957379353e-02,4.780047823401840229e-02,9.946957598791518196e-01
3.944206059437656222e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.748355374588954930e-02,4.780047823401840229e-02,9.933698469170689771e-01
4.430621457583877600e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.746846225803057900e-02,4.780047823401840229e-02,9.930541285724724387e-01
4.977023564332113892e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.760601339529400150e-02,4.780047823401840229e-02,9.959317386371668857e-01
5.590810182512223037e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.785682155581701819e-02,4.780047823401840229e-02,1.001178718788602318e+00
6.280291441834246143e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.782685429004794597e-02,4.780047823401840229e-02,1.000551794814696471e+00
7.054802310718645458e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.757675985182995004e-02,4.780047823401840229e-02,9.953197459428504423e-01
7.924828983539169712e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.780972372747280957e-02,4.780047823401840229e-02,1.000193418430023629e+00
8.902150854450392217e+03,2.052728374217000162e+00,6.534037351632510093e-01,4.757201212580478705e-02,4.780047823401840229e-02,9.952204221243330373e-01
1.000000000000000000e+04,2.052728374217000162e+00,6.534037351632510093e-01,4.777781363133188491e-02,4.780047823401840229e-02,9.995258498759037602e-01
1.000000000000000056e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.110735781553550433e-02,4.780047823401840229e-02,8.599779611886900765e-01
1.123324032978027381e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.008322823417086178e-02,4.780047823401840229e-02,8.385528704950201417e-01
1.261856883066020396e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.248112772063701581e-02,4.780047823401840229e-02,8.887176298249723772e-01
1.417474162926805059e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.013174531370989478e-02,4.780047823401840229e-02,8.395678620041323592e-01
1.592282793341092129e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.330706524839770394e-02,4.780047823401840229e-02,9.059964847292500956e-01
1.788649529057435017e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.110847902391996656e-02,4.780047823401840229e-02,8.600014171963680232e-01
2.009233002565046777e-01,2.420014265287000033e+00,7.703144653466548197e-01,4.009063542699804750e-02,4.780047823401840229e-02,8.387078311376924278e-01
