T_months,ratio_phi_0.000000pi,ratio_phi_0.304870pi,ratio_phi_0.351318pi,ratio_phi_0.355558pi,ratio_phi_0.417292pi,ratio_phi_0.481698pi,ratio_phi_0.500000pi,ratio_phi_0.537190pi,ratio_phi_0.553012pi,ratio_phi_0.602292pi,ratio_phi_0.621582pi,ratio_phi_0.653404pi,ratio_phi_0.770314pi,ratio_phi_0.799848pi,ratio_phi_0.808087pi,ratio_phi_0.837633pi,ratio_phi_0.838962pi,ratio_phi_0.903676pi,ratio_phi_0.926923pi,ratio_phi_0.961434pi,ratio_phi_avg,time_independent
3.351602650938841066e+01,8.095353288470473752e-01,8.304845342721159929e-01,8.384141314389991217e-01,8.586880322024458279e-01,8.434823520368747163e-01,8.580568043875905770e-01,8.393433798839966542e-01,8.218105787374722082e-01,8.443789013561945334e-01,8.338469578952383277e-01,8.268813225719305882e-01,7.967552940944457873e-01,8.281110328557009792e-01,8.146879680489965692e-01,7.871548679533992843e-01,8.087734105486807934e-01,8.256739499394170068e-01,8.385819287083399187e-01,7.874128197420904307e-01,7.853687416032982815e-01,8.238721168562138653e-01,1.000000000000000000e+00
3.764935806792467332e+01,8.188923636852251109e-01,7.667714813333759150e-01,8.133120421795552168e-01,8.099239478651089064e-01,8.148072051921623205e-01,8.120964905242674670e-01,8.232123490808169741e-01,8.319594112692648702e-01,7.777696623329837244e-01,8.001996288699132487e-01,8.219090766873889953e-01,8.148767227843982663e-01,8.138536662402299227e-01,8.036565370115466012e-01,8.298178393721479251e-01,8.637473636718442371e-01,8.683934558292230044e-01,8.290429586978336207e-01,8.180243615561124670e-01,8.601160525596449613e-01,8.196191308371520989e-01,1.000000000000000000e+00
4.229242874389498752e+01,8.421701354391050165e-01,8.439350765806201693e-01,8.366133867752703068e-01,8.292123185416453435e-01,8.328554656907962706e-01,7.851612206070900379e-01,7.705881169407508002e-01,7.880549253064326187e-01,7.453667235412978487e-01,7.437479278053912291e-01,7.778434719060448588e-01,7.759422160164132221e-01,8.042579357183029520e-01,7.880680392548216062e-01,7.708687430504685967e-01,7.806813131874382750e-01,7.828963596656659529e-01,8.338552177226575823e-01,8.166580968262054929e-01,8.598936050147316656e-01,8.004335147795573757e-01,1.000000000000000000e+00
4.750810162102798273e+01,8.310945987986949612e-01,9.201448155340851143e-01,8.957303893171266740e-01,8.594264159068506492e-01,8.245844751606461465e-01,8.450330396182580417e-01,8.309137776131538811e-01,7.831305198484481700e-01,8.161972683733617062e-01,7.972762661258556705e-01,7.527729277564260135e-01,7.356074772249184823e-01,7.603847807281074456e-01,7.685903123236981216e-01,7.731373225055392373e-01,8.059169401258790000e-01,7.913239649151526667e-01,8.011584303889854874e-01,7.818828855307352610e-01,8.082530403616539072e-01,8.091279824078789762e-01,1.000000000000000000e+00
5.336699231206306848e+01,7.951889919488250857e-01,8.826910274555140878e-01,8.753600897964135541e-01,9.042307407162776256e-01,8.995304940731998489e-01,8.533862623069464748e-01,8.547587636362824481e-01,8.642481303092948153e-01,8.549616113175610987e-01,8.229236589428144955e-01,7.985590992053739345e-01,7.963778136696380017e-01,7.373533550746780296e-01,7.144535729845864491e-01,7.299838098155746469e-01,6.984158338758689188e-01,7.176858965135957114e-01,7.394598848793479950e-01,7.226338889507575303e-01,7.430045656819884714e-01,8.002603745577270278e-01,1.000000000000000000e+00
5.994842503189408944e+01,7.744531021600342680e-01,8.416894789370107377e-01,8.523111829689095087e-01,8.880715816057920264e-01,8.448389552372472799e-01,8.850452817648344350e-01,8.838283781019760088e-01,8.603917943223589049e-01,8.470788937715569844e-01,8.632157250568860407e-01,8.013552781806276837e-01,8.052305571320051980e-01,8.005950149704179619e-01,7.412159735152855644e-01,7.534125962671565091e-01,7.692621364659311123e-01,7.762029220127787399e-01,8.159715787245563900e-01,7.406209499949069075e-01,7.324799830245880550e-01,8.138635682107429048e-01,1.000000000000000000e+00
6.734150657750821267e+01,7.775356855468187334e-01,8.674608509437872206e-01,8.252600792167203991e-01,8.961712715509004834e-01,8.438808684296683627e-01,8.405665266161743698e-01,8.827029769283770699e-01,8.499192042952997683e-01,8.320151571769890397e-01,8.270470488334091819e-01,8.691900657519062712e-01,8.609932855798589912e-01,7.909608481208018071e-01,8.077536676753588329e-01,7.867097886339546875e-01,8.750731882489122260e-01,8.217780428925879344e-01,8.072594258856968796e-01,8.080772122905157673e-01,7.598386390831293191e-01,8.315096916850432951e-01,1.000000000000000000e+00
7.564633275546290747e+01,8.097539149146634196e-01,8.321487533763514133e-01,8.255534374038345780e-01,8.439657860808776890e-01,8.043212056553795675e-01,8.191606441528995752e-01,7.751699339971543923e-01,8.304942423091745685e-01,7.741384208070006823e-01,8.386383872811240536e-01,7.792556845417651923e-01,8.020167519837317904e-01,8.701575062584905318e-01,8.226037619298138814e-01,7.981580325576743684e-01,8.293237810471362215e-01,7.851123631815206672e-01,8.461025913081250405e-01,8.184134579862137882e-01,7.845177272183296857e-01,8.144503191995630109e-01,1.000000000000000000e+00
8.497534359086438371e+01,8.783858177961767488e-01,8.509573448954383945e-01,7.836104913595111077e-01,7.937265770084930283e-01,8.259993359312751693e-01,7.819416515472055185e-01,8.164466841830972932e-01,7.477737566178398465e-01,7.645993802950339369e-01,7.937489050986498151e-01,7.616154410467289582e-01,8.320660254291315505e-01,7.785042934754959898e-01,7.535116604625005099e-01,8.255734901856968122e-01,7.825465548605557986e-01,7.669650052408646390e-01,8.224681514847221875e-01,8.610884112399590506e-01,8.692526711543970830e-01,8.045390824656385442e-01,1.000000000000000000e+00
9.545484566618337396e+01,8.842139305782531489e-01,8.675995370843033738e-01,7.973458363927109493e-01,8.581605141621085897e-01,7.981894560507777348e-01,7.804904987178777898e-01,7.355839405868552783e-01,7.912094503880245933e-01,7.663862563232491931e-01,7.377958281573689936e-01,7.808702392741848630e-01,7.815274993397455239e-01,7.093468486584667554e-01,7.798693680502480907e-01,7.515815997319139630e-01,7.871838353968609869e-01,7.663918471108752684e-01,8.262368172948822975e-01,8.388653490532632651e-01,8.647021820253375513e-01,7.951775417188653439e-01,1.000000000000000000e+00
1.072267222010323167e+02,8.586540116317290527e-01,8.692045129022174521e-01,8.773381507839922433e-01,9.107053849173971649e-01,8.123294184547090735e-01,7.242300728554860179e-01,6.891292523941934256e-01,6.932530991274654664e-01,7.088037607631851866e-01,7.689762791432677158e-01,7.440162180991355401e-01,7.407076871380600114e-01,7.070659781714910830e-01,6.858891498256876051e-01,7.518161922840477240e-01,7.222179818583943645e-01,6.978404687343812141e-01,7.936509000927890467e-01,7.876672004586440234e-01,8.837908730086195819e-01,7.713643296322446608e-01,1.000000000000000000e+00
1.204503540258782408e+02,8.597303354131831110e-01,9.348121265141768887e-01,8.438476757734880707e-01,8.952435513889386298e-01,8.724972602098404195e-01,7.345024056320674788e-01,7.652352238797307526e-01,7.441277676267528118e-01,7.066065032174925209e-01,7.014002357936486298e-01,6.543267297785919645e-01,8.072803955513385699e-01,6.648852745808069287e-01,6.448452549073424578e-01,6.756354199023818508e-01,7.374693928455117176e-01,7.124669316335657809e-01,7.599166345064347627e-01,8.058456979518134888e-01,8.141333168046162028e-01,7.667404066955860742e-01,1.000000000000000000e+00
1.353047774579806060e+02,8.553671347720436247e-01,9.605551675254672128e-01,9.238750442774763538e-01,9.254249404576946336e-01,8.326032927623937541e-01,8.222725375456073627e-01,8.256501160030096376e-01,8.284350284065309378e-01,6.877778047482704382e-01,6.394438883448261279e-01,6.604585393789292880e-01,6.445923785913366677e-01,6.930553875634939409e-01,6.620579571944358310e-01,6.271475094490377433e-01,7.196869277629955874e-01,6.650227594236851614e-01,7.979538147462266195e-01,7.041329194746530629e-01,8.499401383459411763e-01,7.662726643387027803e-01,1.000000000000000000e+00
1.519911082952933157e+02,8.280524861457022601e-01,9.780639293233586162e-01,9.619796701905006797e-01,9.769225496512482509e-01,9.094093770098244933e-01,8.569028919562819979e-01,8.646701110871057860e-01,8.175601619119822194e-01,8.122241666473409838e-01,7.392421972201150826e-01,7.290589681245958076e-01,6.579729687917224012e-01,7.195205595354520201e-01,6.798538221859395936e-01,6.437857662749131293e-01,6.524569255977163973e-01,6.546664050646151534e-01,6.635913754423895528e-01,7.703466385859784049e-01,7.479327313829697843e-01,7.832106851064878361e-01,1.000000000000000000e+00
1.707352647470690385e+02,8.234276395438466789e-01,9.795934986628368479e-01,9.925177062695443864e-01,9.785778879887410131e-01,9.575096804712556198e-01,8.814774400244717034e-01,9.346001747045629138e-01,8.404919221840796428e-01,8.283695375693397311e-01,6.959923077374320366e-01,7.326644033769402764e-01,6.903202713218097308e-01,7.244182284025045826e-01,6.925656928657882849e-01,7.263554191906380630e-01,6.436048493330267517e-01,6.982208319561313825e-01,6.769767514443240097e-01,7.303998592118550182e-01,7.485551287339302640e-01,7.988319615496528581e-01,1.000000000000000000e+00
1.917910261672488730e+02,8.020726713797908802e-01,9.831905357552188640e-01,9.865371881605202731e-01,9.690990555869243295e-01,9.768827625239833168e-01,8.700873979783593226e-01,9.346412858711966587e-01,9.055354829239611325e-01,8.497272236743691476e-01,7.407114952296464105e-01,7.914342514435410703e-01,7.272835918639357633e-01,6.759058093597579697e-01,7.042369491664334236e-01,7.331357909397704375e-01,6.736287524330762944e-01,7.212298628262173716e-01,6.884714955120675439e-01,6.734044373823303564e-01,7.415290315142332167e-01,8.074372535762666114e-01,1.000000000000000000e+00
2.154434690031884543e+02,8.262439938313757004e-01,9.859969756098979632e-01,9.901840040622222894e-01,9.892597570537701168e-01,9.616937588983415219e-01,9.067656929400854660e-01,8.959544142646963527e-01,8.604364586857624619e-01,8.738695428766640738e-01,8.117498644690468446e-01,7.783093269126585279e-01,7.490598356097258881e-01,6.078424611663241217e-01,6.282085185787430470e-01,6.827821122750323823e-01,7.813746893066166876e-01,7.098550658504565458e-01,6.260404913186964349e-01,6.320401125710359835e-01,6.965080268601052671e-01,7.997087551570629671e-01,1.000000000000000000e+00
2.420128264794381039e+02,7.901730576622080227e-01,1.000867918889828179e+00,9.918191021510537331e-01,1.001010209806822315e+00,9.991892034907351450e-01,9.862106342744232368e-01,9.472036873182121397e-01,9.226603548883803851e-01,8.890342054536469751e-01,8.903939838979944010e-01,8.591503716485208164e-01,8.843455086754398176e-01,6.269028538772980497e-01,6.347484701854613220e-01,5.838552312766495112e-01,6.454531194974664210e-01,6.993288318971069284e-01,6.017120863433613742e-01,6.258127428673280201e-01,7.030605103058134020e-01,8.141466042203873155e-01,1.000000000000000000e+00
2.718588242732940330e+02,7.020474944785453086e-01,9.975042606176833804e-01,9.962247969877506826e-01,9.923918689286406192e-01,9.903073713235592823e-01,9.384675737892413938e-01,9.536048451571947915e-01,9.420996705534118165e-01,9.415070559684216578e-01,8.579820461751659355e-01,9.085198636342046719e-01,8.649716199460123489e-01,7.189441935537044248e-01,6.728913919116970010e-01,6.768058739471414231e-01,5.936559103352777589e-01,6.079660006642525483e-01,7.037164997265580313e-01,6.145521748139454177e-01,6.863548295599176674e-01,8.180257671036164080e-01,1.000000000000000000e+00
3.053855508833415797e+02,7.497866540706524807e-01,9.889821129571777503e-01,1.001674200062623754e+00,9.981697355742731315e-01,1.000721301184068324e+00,9.627625273873329226e-01,9.699263573610652500e-01,9.891729491704678301e-01,9.439710818399097425e-01,9.238686499557171583e-01,9.448469326044300898e-01,8.765616756185996561e-01,7.088083458682121751e-01,6.657611833797747458e-01,6.546313810459828408e-01,6.120057061662114162e-01,6.117668162200272652e-01,6.712050855821375395e-01,5.862906911454885961e-01,7.482678876554506031e-01,8.304590637424802413e-01,1.000000000000000000e+00
3.430469286314919373e+02,7.622854971794836842e-01,9.964564316871231675e-01,9.959006309986951910e-01,1.006573916792278034e+00,9.965779226833795246e-01,9.801214131240930660e-01,9.923668301537990066e-01,9.752907153304180010e-01,9.795078703381534524e-01,9.193412013467732180e-01,9.515915328046301580e-01,8.513168172329061978e-01,7.798427870325155276e-01,6.947172422124542335e-01,6.557913031324239528e-01,6.512803646461157170e-01,6.169458317677380954e-01,6.785287280914273911e-01,5.997398723637317186e-01,6.291909812668508017e-01,8.356683945092495680e-01,1.000000000000000000e+00
3.853528593710527161e+02,7.507556946667675035e-01,1.002123424739088220e+00,9.917655318843295875e-01,9.929002721282031985e-01,1.004732379645700391e+00,9.849218702869428910e-01,9.714406668720924065e-01,9.763779488022776842e-01,9.534114789726386707e-01,9.647501126453628117e-01,9.888606673451348916e-01,9.270589198403149656e-01,8.113374851824473044e-01,7.401244080636287803e-01,7.437191102268108089e-01,6.772761365308767045e-01,6.751488161750649475e-01,7.000106196774329437e-01,6.303953089220861727e-01,6.524692428078801010e-01,8.569790047707540603e-01,1.000000000000000000e+00
4.328761281083056929e+02,7.784190320182642342e-01,9.815563282208750184e-01,9.927573440202567268e-01,9.895503677158085098e-01,1.000774956731024679e+00,9.978808076715883768e-01,9.924460883652922449e-01,9.816897854954435010e-01,9.799014798219267686e-01,9.540632436278381201e-01,9.441301480688925052e-01,9.577438586147267729e-01,8.099722623613601069e-01,7.699431178888139771e-01,7.367299536969355023e-01,6.926608416469451912e-01,6.739535515974482971e-01,6.359844476818643511e-01,6.787327502762142695e-01,6.464700253461108659e-01,8.597680195433813344e-01,1.000000000000000000e+00
4.862601580065353346e+02,6.638996861958045281e-01,9.830272122075865981e-01,9.977127797567507672e-01,9.925445979250100415e-01,9.943483822829465302e-01,1.003540343301903004e+00,9.928178790866916126e-01,9.899914826604784279e-01,9.871044669861147591e-01,9.582448482889888153e-01,9.977454381394887939e-01,9.379081512929290376e-01,8.746233092877611082e-01,8.708237055057074238e-01,7.593061520018933308e-01,7.370433734042571849e-01,7.412993701041205030e-01,5.694098178272639643e-01,7.166293012418651909e-01,6.534954448313616826e-01,8.710757871164460653e-01,1.000000000000000000e+00
5.462277217684342077e+02,7.647452427852723389e-01,9.853798798093702516e-01,9.899714958639953544e-01,9.907054858435825340e-01,9.984680309693553246e-01,9.939800318416540659e-01,1.003373983536899550e+00,1.003078807109736736e+00,9.774237145308702912e-01,9.768510783498627337e-01,9.663170965961906944e-01,9.557561257423063950e-01,8.624804368891695328e-01,9.225880771746205466e-01,8.312082562065888913e-01,7.580354693202721039e-01,8.065126792782671972e-01,6.351801097584470757e-01,6.668750146177007121e-01,5.993626225402086671e-01,8.844146819382187052e-01,1.000000000000000000e+00
6.135907273413170060e+02,6.668255290252377288e-01,9.779314523470251652e-01,1.004478757714214909e+00,9.915172417711448638e-01,1.000186600843675500e+00,9.999335756061480396e-01,9.913802912210741836e-01,9.983349742115689152e-01,9.950886136664689463e-01,9.862320009567155932e-01,9.802285927307992086e-01,9.921094752229684399e-01,9.474123390317717996e-01,9.043471043608024562e-01,8.591432918460258916e-01,7.215599295436408989e-01,7.805417175463946755e-01,6.561129275820135609e-01,5.639064276182613744e-01,5.718783921581443996e-01,8.794574617502048941e-01,1.000000000000000000e+00
6.892612104349694846e+02,7.713727001029743180e-01,9.876016279834185507e-01,9.959319219466482576e-01,9.954210865957144883e-01,9.965222805249936977e-01,9.979250636216994153e-01,9.957155201991619853e-01,9.935977773111829281e-01,9.942892310736011208e-01,9.924285237328982490e-01,9.911638127103230556e-01,9.686492419268947218e-01,9.204280886692497443e-01,9.546190558945288895e-01,8.537326333401474843e-01,8.703082577733423086e-01,8.422089375808794465e-01,6.901118309347359370e-01,6.560800953348630005e-01,5.687621088752803367e-01,9.018434898066267635e-01,1.000000000000000000e+00
7.742636826811269657e+02,7.191470086396557493e-01,9.884822916372876245e-01,9.959924269043288758e-01,9.964607792415729470e-01,1.001658289636326638e+00,9.974507970045991545e-01,9.967345172466276493e-01,9.981379117809154877e-01,9.927766490802626409e-01,9.910663289908393514e-01,9.990570500617785843e-01,9.909748529551704044e-01,9.556575223045293832e-01,9.417672895277382494e-01,9.332238554467585656e-01,8.856014486678790432e-01,8.958183060634643535e-01,7.066770976763023793e-01,6.563955380240678039e-01,6.220320382603141685e-01,9.132555999575210359e-01,1.000000000000000000e+00
8.697490026177833897e+02,6.983970484717217930e-01,1.001149047316277629e+00,9.971221164320032138e-01,9.918765414738272002e-01,9.973383646674248704e-01,9.974823144996017854e-01,9.977675311082455645e-01,9.971825083655851962e-01,1.004664350923727856e+00,1.000119667208391183e+00,9.954188315705573276e-01,1.002194734581846491e+00,9.291663971309847003e-01,9.488347450724294863e-01,9.536980227603105709e-01,9.087379295830385617e-01,9.196905484324376934e-01,7.448130935813102038e-01,6.579013409672554991e-01,7.131103241693260708e-01,9.228332729158152947e-01,1.000000000000000000e+00
9.770099572992246522e+02,6.777688059630736506e-01,1.002593147422090381e+00,9.884968189628097202e-01,9.985136887390136939e-01,9.956963357305499418e-01,1.000069127826545889e+00,9.986331828774369646e-01,1.002960260913982049e+00,9.937388302073927315e-01,9.932774223033752348e-01,9.930762846100231744e-01,9.905774403539508999e-01,9.301073131741681710e-01,9.463865822138948225e-01,9.346956716452853309e-01,9.313040110791533932e-01,8.818821188453515036e-01,7.898759398688255384e-01,6.749165165757448070e-01,6.951222499667424337e-01,9.209845874639703833e-01,1.000000000000000000e+00
1.097498765493056680e+03,7.136260767590073550e-01,9.972078091598975957e-01,9.918102351981257225e-01,9.921080032254719905e-01,9.944240253395379980e-01,9.963260430067685247e-01,1.001475219820528118e+00,9.974953165979852931e-01,9.908536702924113371e-01,9.957437485582063541e-01,9.826298477869439552e-01,9.829006251256465765e-01,9.737691214246303462e-01,9.714406915706933487e-01,9.840201658409711838e-01,9.377245481921268055e-01,9.252721448255479819e-01,8.561623562470990212e-01,7.410331505346604564e-01,5.822151748799283544e-01,9.304118987193094048e-01,1.000000000000000000e+00
1.232846739442065882e+03,7.736451805928058478e-01,9.945204975316749296e-01,9.996666871931719767e-01,9.999522433710007485e-01,9.939522061297942912e-01,9.952276191353658374e-01,9.995202885459436581e-01,9.923741762062510130e-01,9.997826718717370831e-01,9.895551844068499747e-01,9.973363049352352849e-01,9.832843985633631378e-01,9.728673421141653677e-01,9.853471134775545481e-01,9.920831554281083209e-01,9.570964626546198950e-01,9.566487594811768913e-01,8.581009098811928082e-01,7.617735343954723515e-01,5.864376611429447106e-01,9.394586198529214505e-01,1.000000000000000000e+00
1.384886371393871741e+03,7.117650086393471076e-01,9.982503380758552813e-01,1.004071703976634478e+00,9.926270153445266864e-01,9.936361418150772007e-01,1.000201277419411561e+00,9.969275134313216880e-01,9.986276745076899664e-01,9.992895389729687938e-01,9.995105975835459899e-01,1.006345624968330021e+00,9.972572524992661114e-01,9.794036870245725890e-01,9.861591362452126752e-01,9.853602550570730312e-01,9.670101866999704088e-01,9.853533024988987421e-01,9.092370703169677659e-01,8.110496940298782542e-01,5.795308743745973823e-01,9.450806946740574199e-01,1.000000000000000000e+00
1.555676143930472335e+03,7.066837393717613214e-01,9.981692239135857569e-01,1.000496110824693918e+00,9.980060265567505251e-01,9.902234991221802174e-01,9.964409068220425603e-01,9.993149647559231852e-01,9.961406382079645017e-01,9.970075010132067872e-01,9.993344612825134643e-01,9.860465342258002419e-01,9.925137641245960207e-01,9.742568543381987523e-01,9.677867237378082743e-01,9.743347508478342744e-01,9.677771958265641850e-01,9.756172773347269178e-01,8.660025758320075706e-01,8.404339545861697625e-01,6.842780380970733267e-01,9.455432370410699061e-01,1.000000000000000000e+00
1.747528400007682876e+03,6.952429198582068537e-01,9.951445582790494626e-01,9.964613908900805672e-01,9.951199558213050800e-01,1.003348369131616513e+00,9.931374988996694020e-01,9.970852064836098760e-01,1.001236856283854504e+00,9.881935291925108000e-01,9.944866736929380835e-01,9.982304810922260074e-01,9.927332251814624531e-01,1.002694981523717832e+00,9.736014939175647864e-01,9.714705746292806587e-01,9.911541525778351236e-01,9.490518642946759176e-01,9.183918321124795447e-01,8.921309526531192580e-01,7.002971470334886650e-01,9.524606831774345972e-01,1.000000000000000000e+00
1.963040650040272340e+03,6.981450395992271352e-01,1.002492960428274404e+00,9.907897967193385336e-01,9.989429798989730713e-01,9.959923139520419078e-01,1.000058929083196047e+00,9.970247553214455216e-01,9.957266263236139725e-01,9.911916685514758907e-01,9.913526382293769146e-01,1.000549989552262931e+00,9.985158865715935139e-01,9.851708221301271884e-01,9.815845835791358054e-01,9.795365666832498430e-01,9.587318319480300222e-01,9.660551523699056897e-01,9.459214010622751800e-01,9.161987877624032661e-01,7.819513639273123484e-01,9.587967046846630481e-01,1.000000000000000000e+00
2.205130739903045651e+03,6.914419675967349299e-01,9.914212778273626681e-01,9.953958069484626359e-01,9.927169965442999011e-01,9.937340474751268360e-01,9.983545576202323968e-01,9.991022978905347296e-01,9.955592796374483910e-01,9.979812966275896091e-01,9.961145580485637474e-01,1.004257892334778246e+00,9.980526040201495031e-01,9.843510057839737204e-01,9.907484719720166533e-01,9.874582002006331294e-01,9.839022131798039750e-01,9.950060866373010571e-01,9.483698241715456945e-01,9.317644340796197300e-01,7.489454972180379366e-01,9.612339157907110465e-01,1.000000000000000000e+00
2.477076355991709079e+03,7.212792786428477987e-01,1.003128504578655766e+00,9.938549481915354145e-01,9.939854466226439866e-01,9.971331172206746585e-01,9.951424271596035487e-01,9.958047858111811479e-01,9.927701354162816738e-01,9.971700623089113646e-01,9.996077542055489262e-01,9.919706352084568524e-01,9.986561441147842055e-01,9.856058600027094441e-01,9.902990876456617686e-01,9.841268558403239997e-01,9.917243414011897018e-01,1.000198336918008968e+00,9.793351643154070141e-01,9.191990639860549983e-01,7.819178520999914284e-01,9.656454900845237166e-01,1.000000000000000000e+00
2.782559402207125913e+03,7.756141949207470132e-01,9.894981596447126604e-01,9.998839643916082043e-01,9.939010333478243142e-01,9.973629909520872472e-01,9.936307413280629497e-01,9.909343741712820508e-01,9.982489067080032585e-01,9.953206481980426679e-01,9.943749357928243215e-01,9.950758633694756217e-01,9.980330644689917596e-01,9.901950300509875236e-01,9.935737732164436897e-01,9.966515903171263568e-01,9.946300329434997201e-01,9.861367415633580658e-01,9.766084143194573297e-01,9.481959075938597437e-01,7.963734263246908807e-01,9.702121896811541912e-01,1.000000000000000000e+00
3.125715849688235267e+03,7.102441471183852384e-01,9.923254634196781998e-01,1.001638012809414224e+00,9.937243319573246803e-01,9.972320714748840187e-01,1.001991003145584536e+00,9.971081214663350956e-01,9.994166174508782863e-01,1.000471786571643484e+00,9.933383323690957445e-01,9.960325840696288013e-01,1.005987423604684627e+00,9.884342364701164119e-01,9.930496067706591212e-01,9.933689646956299635e-01,9.894598251936594924e-01,1.004104947327821185e+00,9.827653553416947352e-01,9.810715243012049225e-01,8.710948556310235125e-01,9.746429605594671974e-01,1.000000000000000000e+00
3.511191734215127326e+03,7.165324185426867887e-01,9.934875605685619115e-01,9.949026392299704646e-01,9.953063170378713131e-01,9.953244569861597890e-01,9.977581327683672230e-01,9.988881606661925705e-01,1.000433473307703158e+00,9.968676655385622087e-01,9.945995515176130342e-01,9.917412047317746282e-01,9.946957598791518196e-01,9.920208652436546259e-01,9.935490652260321465e-01,9.936634981898531116e-01,1.003388549459947710e+00,9.913320275558406003e-01,9.808271857226794621e-01,9.536379745514582673e-01,9.358935996505349797e-01,9.757425053187306352e-01,1.000000000000000000e+00
3.944206059437656222e+03,7.551040413263323536e-01,9.955049550954521154e-01,9.925836160211636283e-01,9.917118749365647634e-01,1.000373281430339656e+00,1.000315677198781561e+00,1.000175082583497410e+00,9.993414531971475112e-01,9.944163269341365075e-01,9.993228399270898121e-01,9.982839261522442609e-01,9.933698469170689771e-01,9.972020485682447921e-01,9.907926086260641085e-01,9.955766543658981504e-01,9.864745039336393351e-01,9.890517472554414269e-01,9.770033408782822226e-01,9.819500703379118178e-01,8.851753574597844842e-01,9.761864626572542836e-01,1.000000000000000000e+00
4.430621457583877600e+03,7.260267197338164946e-01,9.982757103581579861e-01,9.938289580255056377e-01,9.902757353423122799e-01,9.983401178265386422e-01,1.000902821367016804e+00,9.992476422134058955e-01,9.971664370621140527e-01,9.989503964424416571e-01,1.003975727039877253e+00,9.953166870541472200e-01,9.930541285724724387e-01,9.999856576565875343e-01,9.966767335639254988e-01,9.862761587051412926e-01,9.896745386944391099e-01,9.919866835602285660e-01,9.940634704706688973e-01,9.719694122472644082e-01,9.059498547970870064e-01,9.765971795366574781e-01,1.000000000000000000e+00
4.977023564332113892e+03,7.354289665027996525e-01,9.946501494475235017e-01,9.965718123678872775e-01,9.960407308436951546e-01,1.001667597088014450e+00,9.979942959250673873e-01,9.950535187510236579e-01,1.003375763875405946e+00,9.981096637551856166e-01,1.001844894575779854e+00,9.931443232977266167e-01,9.959317386371668857e-01,9.905016946342412032e-01,9.886597831052084118e-01,1.000213468452632037e+00,9.896641175287168579e-01,9.894685166650314390e-01,9.959760675883051473e-01,9.798747405852064052e-01,9.310982716567771655e-01,9.787635057641697056e-01,1.000000000000000000e+00
5.590810182512223037e+03,7.321287575832045036e-01,9.968948447215032482e-01,9.957397704082231460e-01,1.000094296895191359e+00,9.977832101598206327e-01,9.957502579958757982e-01,1.003657735626816594e+00,9.909420446316162812e-01,9.989870183962379357e-01,9.977451789724492981e-01,9.974523514871682650e-01,1.001178718788602318e+00,9.943442677127056761e-01,9.941564625504347719e-01,9.982151513180574920e-01,9.831125459758923713e-01,9.949444095373340957e-01,1.007045200828340370e+00,9.717077437085034353e-01,9.578876814594009526e-01,9.804883824378686219e-01,1.000000000000000000e+00
6.280291441834246143e+03,6.957096212202752428e-01,1.001876486492570439e+00,9.945466678207683930e-01,9.992787379317423779e-01,9.952163899371790912e-01,9.982491410948289845e-01,1.002029014282326269e+00,9.945158974081667047e-01,9.944881610879033884e-01,9.977754132809215637e-01,1.002104459304506978e+00,1.000551794814696471e+00,9.957423614801119705e-01,1.002125355896996473e+00,1.000909943532323210e+00,1.002051623351480236e+00,1.007394937772154719e+00,1.003712838644279293e+00,9.850035103828234107e-01,9.687026569687251509e-01,9.820992506352389517e-01,1.000000000000000000e+00
7.054802310718645458e+03,7.347867317381814312e-01,9.930463508748916812e-01,9.926437048602345659e-01,9.991682656254341488e-01,9.986169355224250310e-01,9.919955113603053931e-01,9.966961977372889026e-01,9.933401037675991807e-01,1.001635047462384742e+00,9.970456700686168849e-01,1.004905245837463212e+00,9.953197459428504423e-01,9.955292913112544495e-01,9.948969782095695713e-01,9.994470129438525197e-01,1.001412410281729004e+00,9.974639230104865861e-01,1.008066422176680854e+00,9.963467241774587313e-01,9.835098857378840043e-01,9.837936079323297278e-01,1.000000000000000000e+00
7.924828983539169712e+03,7.449160951154234489e-01,9.960422608242152087e-01,9.984210469606801253e-01,9.969768264391933865e-01,9.939568624359207405e-01,1.000794998015371640e+00,9.991830034099369318e-01,9.978502974623815192e-01,9.979844948399337889e-01,9.975823275271451518e-01,9.983776333296328076e-01,1.000193418430023629e+00,9.937807351616761986e-01,9.926017387267782599e-01,9.971854596172933238e-01,9.971267269404716638e-01,9.977834201495495714e-01,9.883854009023669285e-01,1.004682630843481528e+00,9.700991441324978704e-01,9.831962260631987860e-01,1.000000000000000000e+00
8.902150854450392217e+03,7.138476496334709154e-01,9.989569133913346333e-01,9.994964668417883891e-01,9.957489753278790934e-01,9.953583520804214491e-01,9.962558406637131991e-01,9.982307156783243318e-01,9.957735444878099695e-01,9.974391413167976728e-01,9.931067244906327529e-01,9.980624632165061572e-01,9.952204221243330373e-01,9.980622435681183457e-01,9.918106437133561437e-01,9.948314920821397234e-01,9.947662776712745680e-01,9.983101741189780443e-01,9.904387427163910962e-01,9.989090933208207845e-01,9.945189495770753174e-01,9.819572413010583256e-01,1.000000000000000000e+00
